"문화재 일련번호","문화재명칭_한글","한자","영문","수량ㆍ규모","규격","구조ㆍ형식","재질","조성연대","측량성과","소재지ㆍ보관장소_자치구","기타주소","관리청","지정일","해제일"
"11349","창덕궁 다래나무","昌德宮 다래나무","","한그루","1,256㎡(보호구역) 높이 19m, 가슴높이의 둘레 1.04㎝ ","","식물","수령 : 약 600년","","종로구","율곡로 99 창덕궁비원내(와룡동)","문화재청","19750902",""
"11350","서울 삼청동 등나무","서울 三淸洞 등나무","Japanese Wisteria in Samcheong-dong","한그루","155㎡(보호구역), 뿌리둘레는 2.42m ","","식물","수령 : 약 900년","","종로구","삼청동길 11-2 국무총리공관","종로구청","19760806",""
"11351","서울 삼청동 측백나무","서울 三淸洞 측백나무","Oriental Arborvitae in Samcheong-dong","한그루","79㎡(보호구역) 높이는 13.5m, 가슴높이의 둘레는 2.23m","","식물","수령 : 약 300년","","종로구","삼청동길 111-2 국무총리공관","종로구청","19760806",""
"11352","서울 신림동 굴참나무","서울 新林洞 굴참나무","Oriental Cork-Oak Tree in Sillim-dong","한그루","324㎡(보호구역) 높이는 16m, 가슴높이의 둘레가 2.86m","","식물","수령  : 약 1,000년","","관악구","난곡로 35길 28-7(신림 13동)","관악구청","19821104",""
"11353","창덕궁 뽕나무","昌德宮 뽕나무","","한그루","314㎡(보호구역) 나무높이 12.0m, 가슴높이 줄기둘레는 239.5㎝","","식물","시대미상","","종로구","율곡로 99 창덕궁(와룡동)","문화재청","20060406",""
"11354","창덕궁 회화나무 군","昌德宮 회화나무 群",""," 8그루","높이 15.0~16.0m·가슴높이 줄기 지름 90~178㎝","","식물","수령 : 약 400년","","종로구","율곡로 99 창덕궁(와룡동)","문화재청","20060406",""
"11355","홍지동 이광수 별장터","弘智洞李光洙家屋",""," 대지 509㎡","509㎡","","복합","일제강점기","","종로구","홍지문1길 10 (홍지동) ","","20040904",""
"11357","충숙이공 영정","忠肅李公 影幀","Portrait of Yi Sang-gil","1幅","세로 180cm 가로 82.7cm","동산문화재 해당항목 아님","비단 바탕에 채색","","","노원구","한글비석로 144 (하계동)","","19880420",""
"11358","지장사 철불좌상","地藏寺 鐵佛坐像","Seated Iron Buddha Statue of Jijangsa","1軀","불상 높이 98cm, 너비 70cm ","동산문화재 해당항목 아님","철","","","동작구"," 현충로 210 (동작동)","","19910528",""
"11359","홍무25년장흥사명 동종","洪武25年長興寺銘 銅鐘","Bronze Bell with inscription 25th Year of King Hongmu in Bongeunsa Temple","1軀","종 높이 0.6m, 입지름 0.49m","동산문화재 해당항목 아님","청동","","","강남구"," 봉은사로 531 (삼성동)","","19910528",""
"11360","남지기로회도","南池耆老會圖","","1点","세로 37cm 가로 203cm 횡축","동산문화재 해당항목 아님","비단 바탕에 채색","","","노원구"," 동일로207길 186 학여울청구아파트 13-1103호 (하계동)","","19921228",""
"11361","목장지도","牧場地圖","","1点","세로 44.8cm 가로 30cm 42면 서책","동산문화재 해당항목 아님","한지에 채색 필사","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19921228","20121123"
"11362","봉은사 판전 현판","奉恩寺 板殿 懸板","Hanging Board in Panjeon Hall of Bongeunsa Temple","1点","210x100cm","동산문화재 해당항목 아님","나무널판에 채색?금박","","","강남구","봉은사로 531 (삼성동)","","19921228",""
"11363","대방광불화엄경수소연의초목판","大方廣佛華嚴經隨疏演義初木版","Annotated Avatamsaka Sutra, the First Edition","3,175枚","24.7×50.9㎝(경판 크기)","동산문화재 해당항목 아님","목판","","","강남구"," 봉은사로 531 (삼성동)","","19921228",""
"11364","성시헌 익사공신록","成時憲 翼社功臣錄","","1幅","54.7×176㎝","동산문화재 해당항목 아님","저지","","","양천구"," 목동동로 293  현대 41타워 2713호 (목동)","","19921228","20121123"
"11365","열조통기","列朝通記","","21冊","26.0x17.4cm","동산문화재 해당항목 아님","저지","","","양천구"," 목동중앙본로22길 63 목동 건영아파트 104동 102호 (목동)","","19921228","20121123"
"11366","김양보 호성공신록","金良輔 扈聖功臣錄","","1冊","184.3×36.8㎝ ","동산문화재 해당항목 아님","저지","","","서대문구"," 서소문로 125 (재)아단문고 (충정로9길)","","19921228",""
"11367","상설고문진보대전","詳說古文眞寶大全","","1冊","26.0×19.1㎝ (탈락)","동산문화재 해당항목 아님","저지","","","서대문구"," 서소문로 125 (재)아단문고 (충정로9길)","","19921228",""
"11368","대성사목불좌상","大聖寺木佛坐像","Seated Wooden Buddha of Daeseongsa Temple","1軀","불상 높이 1m ","동산문화재 해당항목 아님","목조","","","서초구"," 남부순환로 328길 49 (서초동)","","19930403",""
"11369","오공신회맹축","五功臣會盟軸","","1帖","620×54㎝","동산문화재 해당항목 아님","저지","","","강남구"," 언주로 427 디오빌역삼 1519호 (역삼동)","","19960930",""
"11370","보문사 석가불도","普門寺 釋迦佛圖","Yeongsanhoesangdo of Bomunsa Daeungjeon","1点","191*140","동산문화재 해당항목 아님","비단채색","","","성북구"," 보문사길 20 (보문동3가)","","19960930",""
"11371","보문사 신중도","普門寺 神衆圖","Shinjungdo of Bomunsa Daeungjeon","1点","140×200㎝","동산문화재 해당항목 아님","비단채색","","","성북구"," 보문사길 20 (보문동3가)","","19960930",""
"11372","보문사 지장시왕도","普門寺 地藏十王圖","Bomunsa Jijangbosaldo","1点","181*143","동산문화재 해당항목 아님","비단채색","","","성북구"," 보문사길 20 (보문동3가)","","19960930",""
"11373","국기복색소선 및 사절복색자장요람","國忌服色小選 및 四節服色資粧要覽","","2帖","23x12cm","동산문화재 해당항목 아님","저지","","","용산구"," 청파로 47길 100 숙명여대박물관 (청파동2가)","","19960930",""
"11374","태종왕지(1402.1409년) 윤림분","太宗王旨(1402.1409年) 尹臨分","","2張","첩장(帖粧) 48.2㎝×33.2㎝","동산문화재 해당항목 아님","저지(?紙)","조선 태종 2년(1402)·태종 9년(1409)","","종로구"," 신교동 산3-2","","19981226",""
"11375","조아통상조약(한문, 아문)","朝俄通商條約(漢文, 俄文)","","2冊","20.6×20.7㎝ 30.6×20.7㎝ ","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19981226",""
"11376","조영통상조약(영문)","朝英通商條約(英文)","","1冊","32.8×18.8㎝","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19981226",""
"11377","대조선국·대덕국 통상조약 (한문, 영문, 독문)","大朝鮮國·大德國 通商條約 (漢文·英文·獨文) ","","3冊","32.6×20.3㎝","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19981226",""
"11378","대한국·대청국통상조약 (한문)","大韓國·大淸國 通商條約 (漢文)"," ","1冊","32.2×21.3㎝","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19981226",""
"11379","대조선국·대법민주국 통상조약 (한문)","大朝鮮國·大法民主國 通商條約 (漢文)","","1冊","30.8×20.4㎝","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로 201 국립중앙도서관 (반포동)","","19981226",""
"11380","지장사 괘불도","地藏寺 掛佛圖","Gwaebul of Jijangsa","1幅","456×287.3㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11381","지장사 아미타불도","地藏寺 阿彌陀佛圖","Amitahoesangdo of Daeungjeonn of Jijangsa","1幅","223.5×138㎝","동산문화재 해당항목 아님","비단채색","","","동작구","현충로 210 호국지장사 (동작동)","","19990519",""
"11382","지장사 극락구품도","地藏寺 極樂九品圖","Geungnakgupumdo of Daeungjeon in Jijangsa","1幅","166.3×170.8㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11383","지장사 감로도","地藏寺 甘露圖","Gamnowangdo of Daeungjeon of Jijangsa","1幅","150.3×196.5㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11384","지장사 지장시왕도","地藏寺 地藏十王圖","Jijangsibwangdo of Daeungjeon of Jijangsa","1幅","173×182.5㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11385","지장사 대웅전 신중도","地藏寺 大雄殿 神衆圖","Sinjungdo of Daeungjeon of Jijangsa","1幅","198×149㎝","동산문화재 해당항목 아님","비단채색","","","동작구","현충로 210 호국지장사 (동작동)","","19990519",""
"11386","지장사 현왕도","地藏寺 現王圖","Hyeonwangdo of Daeungjeon of Jijangsa","1幅","153.2×109.5㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11387","지장사 팔상도","地藏寺 八相圖","Palsangdo of Daeungjeon of Jijangsa","1幅","147.5×190.5㎝","동산문화재 해당항목 아님","비단채색","","","동작구"," 현충로 210 호국지장사 (동작동)","","19990519",""
"11388","만월암 석불좌상","滿月庵 石佛坐像","Stated Stone Buddha Statue of Manworam ","1軀","불상 높이 1.5m ","동산문화재 해당항목 아님","화강암","조선시대 후기","","도봉구"," 도봉동 산29","","19990519",""
"11389","아미타괘불도","阿彌陀掛佛圖","","1幅","세로 5.7m, 가로 3.29m","동산문화재 해당항목 아님","마포채색","","","종로구","창덕궁길 73 (원서동)","","19991115",""
"11390","조계사 석가불도","曺溪寺 釋迦佛圖","Shakyamuni Painting of Jogyesa Temple","1幅","329×507㎝","동산문화재 해당항목 아님","비단채색","","","종로구"," 우정국로 55 (견지동)","","20000715",""
"11391","조계사 목불좌상(석가불)","曺溪寺 木佛坐像(釋迦佛)","","1座","높이 : 102.5cm, 67cm(얼굴포함안함), 肩幅:46cm, 膝幅: 76cm, 膝高 : 16cm, 상호길이: 31cm(나발포함), 顔高 : 17cm","동산문화재 해당항목 아님","목조","","","종로구"," 우정국로 55 (견지동)","","20000715",""
"11392","양정편","養正篇","","1冊","18.6cm?.4cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20001010",""
"11393","사현사 석불좌상","沙峴寺 石佛坐像","","1軀","규격미상","동산문화재 해당항목 아님","석조","","","은평구"," 진관외동(진관동) 479-3","","20010510",""
"11394","조선 이흠례 묘지","朝鮮 李欽禮 墓誌","","5張","가로18cm, 세로 23cm, 두께 0.8cm","동산문화재 해당항목 아님","복합","","","영등포구"," 여의대방로47길 27 (신길1동)","","20010716",""
"11395","본원정사 목 보살좌상(지장보살)","本願精寺 木 菩薩坐像(地藏菩薩)","Wooden Statue of Ksitigarbha Bodhisattva in Bonwonjeongsa Temple ","1軀","좌고(坐高)-140cm, 두고(頭高)-54cm, 안고(顔高)-30cm, 무릎높이 21cm, 가슴폭 58cm, 얼굴폭 60cm, 어깨폭 -70cm, 무릎폭 - 97cm","동산문화재 해당항목 아님","목조","","","강북구","삼각산로 1 (수유동)","","20010915",""
"11396","십장생도","十長生圖","","병풍한틀(10폭)","세로 205cm 가로 457cm 10폭 병풍","동산문화재 해당항목 아님","종이 바탕에 채색","","","종로구"," 새문안로 55  서울역사박물관 (신문로2가)","","20011231",""
"11397","친림광화문내근정전정시시도","親臨光化門內勤政殿庭試時圖","","병풍한틀(8幅)","세로 201.0cm 가로 572.0cm 8폭 병풍","동산문화재 해당항목 아님","비단 바탕에 채색 (역사박물관에는 종이로 나와있음)","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20011231",""
"11398","삼국지연의도","三國志演義圖","","9点","小 액자- 세로 230.0×가로 138.6㎝ 大 액자- 세로 230.0×가로 170.5㎝","동산문화재 해당항목 아님","종이 바탕에 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20011231",""
"11399","용비어천가 권3,4","龍飛御天歌 卷三,四","","2卷2冊","35.4×21.7㎝(책 크기) 25.9×17.6㎝(반곽 크기)","동산문화재 해당항목 아님","저지","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20011231",""
"11400","흥선대원군 이하응 영정","興宣大院君李昰應影幀","","1点","세로 167cm 가로 74.8cm 족자","동산문화재 해당항목 아님","비단 바탕에 채색","","","서대문구","북아현로 22다길 7 (북아현동)","","20011231","20061229"
"11401","흥선대원군 이하응필 묵란도","興宣大院君 李昰應筆 墨蘭圖","","병풍한틀(12幅)","가로 약 612.4cm× 세로 212.5cm","동산문화재 해당항목 아님","비단(견)","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020315",""
"11402","진관사 소 삼존불상(석가불,미륵보살,제화갈라보살)","津寬寺 塑 三尊佛像(釋迦佛, 彌勒菩薩,提和竭羅菩薩)","Clay Sakyamuni Triad and 16 Arhats Figures of Jingwansa Temple","3軀","세부지정참고","동산문화재 해당항목 아님","석조, 손 부분은 후에 나무로 만들어 새로 끼움","16세기 후반～17세기 전반","","은평구"," 진관외동 1번지 진관사 나한전","","20020315",""
"11403","진관사 소 십육나한상","津寬寺 塑 十六羅漢像","Clay Sakyamuni Triad and 16 Arhats Figures of Jingwansa Temple","20軀","세부지정참고","동산문화재 해당항목 아님","목재","조선 후기","","은평구"," 진관외동 1번지 진관사 나한전","","20020315",""
"11404","진관사 영산회상도","津寬寺 靈山會上圖","Paintings of the Dharma Meeting at Vulture Peak and the 16 Arhats of Jingwansa Temple","1幅","가로 171.9cm×세로  111.8cm","동산문화재 해당항목 아님","견/지","1884年(光緖 十年)","","은평구"," 진관외동 1번지 진관사 나한전","","20020315",""
"11405","진관사 십육나한도","津寬寺 十六羅漢圖","Clay Sakyamuni Triad and 16 Arhats Figures of Jingwansa Temple","6幅","세부지정참고","동산문화재 해당항목 아님","면본채색","1884年(光緖 十年)","","은평구"," 진관외동 1번지 진관사 나한전","","20020315",""
"11406","진관사 칠성도","津寬寺 七星圖","Painting of Chilseong (Seven Stars) and the Seated Stone Buddha Statue of Jingwansa Temple","1幅","가로 152.3cm×세로 91.8cm ","동산문화재 해당항목 아님","면본채색","1910년","","은평구"," 진관외동 1번지 진관사 칠성각","","20020315",""
"11407","진관사 명호스님 초상","津寬寺 명호僧 肖像","Portrait of Buddhist Monk Myeongho of Jingwansa Temple","1幅","가로83cm× 세로 106.2cm","동산문화재 해당항목 아님","면본채색","조선 후기(19세기 말～20세기 초)","","은평구"," 진관외동 1번지 진관사 칠성각","","20020315",""
"11408","진관사 산신도","津寬寺 山神圖","Mountain God Painting of Jingwansa Temple","1幅","가로 67.8cm× 세로 108.6cm","동산문화재 해당항목 아님","면본채색","조선 후기(19세기 말～20세기 초)","","은평구"," 진관외동 1번지 진관사 독성전","","20020315",""
"11409","녹훈도감 선사어선 연회도","錄勳都監 宣賜御膳 宴會圖","","1幅","가로 68.3cm, 세로 89.7cm","동산문화재 해당항목 아님","견본채색","1613년 (광해군5년)경","","종로구"," 신문로1가 57 금호문화재단","","20020816",""
"11410","철불좌상","鐵佛坐像"," ","1軀","總高 118cm, 頭高 36cm, 肩幅 52cm, 胸幅 32cm, 膝高 20cm, 膝幅 88cm","동산문화재 해당항목 아님","금속조","고려 초기(10세기)","","종로구"," 원서동 108-4","","20020816",""
"11411","청화백자산수인물문병","靑華白磁山水人物文甁","","1点","높이 30cm, 口徑 5cm, 胴徑 19.9cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11412","청화백자성새산수문병","靑華白磁城塞山水文甁","","1点","높이 28.8cm, 口徑 4.2cm, 胴徑 19.1cm, 底徑 13.9cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11413","청화백자매화절지문필통","靑華白磁梅花折枝文筆筒","","1点","높이 15.9cm, 口徑 16.1cm, 底徑 10.4cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11414","청화백자운룡문병","靑華白磁雲龍文甁","","1点","높이 28.2cm, 口徑 4.7cm, 胴徑 17.3cm, 底徑 11.8cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11415","백자대병","白磁大甁","","1点","높이 46.4cm, 口徑 9cm, 胴徑 21cm, 底徑 10.8cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11416","백자양각시문병","白磁陽刻詩文甁","","1点","높이 28cm, 口徑 5.4cm, 胴徑 17.8cm, 底徑 13cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11417","백자장군","白磁장군","","1点","높이 29.1cm, 口徑 5.7cm, 胴徑 16.5cm, 底徑 9.3cm","동산문화재 해당항목 아님","백자","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11418","양온명수이도기편호","良?銘獸耳陶器扁壺","","1点","높이 27.8cm, 口徑 8.8cm, 胴徑 18.3cm,  底徑 10.6cm","동산문화재 해당항목 아님","도기","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20020816",""
"11419","봉은사 목 사천왕상","奉恩寺 木 四天王像","Wooden Statues of Four Heavenly Kings in Bongeunsa Temple","4軀","세부지정참고","동산문화재 해당항목 아님","목조 채색","1746년(영조22년)","","강남구"," 삼성동 73 봉은사","","20021226",""
"11420","금선사 신중도","金仙寺 神衆圖"," ","1幅","전체화면:가로 82.7cm×세로 130cm, 주지 : 가로 81.5cm×세로 120cm, 그림부분:가로 81.5cm×세로 120cm 畵記面 :가로 47cm  ×세로 6.3cm","동산문화재 해당항목 아님","견본채색","","","종로구"," 구기동 196-2 금선사","","20021226",""
"11421","금동보살좌상","金銅菩薩坐像","","1軀","總高 58.8cm","동산문화재 해당항목 아님","금동불","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20021226",""
"11422","간평의","簡平儀","","1点","바깥 원반 지름 - 25.5cm","동산문화재 해당항목 아님","놋쇠","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20021226",""
"11423","앙부일구","仰釜日晷","","1点","크기 :가로 3.1cm×세로7.2cm×높이 3.8cm, 무게:276g 작은 것 - 지름 24.3cm","동산문화재 해당항목 아님","옥돌","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20021226",""
"11424","조선본천하여지도","朝鮮本天下輿地圖","","1点","전체화면-가로 198.4cm× 세로 228.3cm, 주지-가로 183.5cm×세로 154.1cm, 지도부분-가로 183.5cm× 세로 154.1cm","동산문화재 해당항목 아님","견본채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20021226","20121123"
"11425","경국대전 권3","經國大典 卷三","","1卷1冊","전체-세로 34.5cm, 가로 22cm, 匡廓-세로 25.5cm, 가로 17.7cm","동산문화재 해당항목 아님","저지","","","서초구"," 반포대로20길 59 (서초동)","","20030905","20141231"
"11426","전송림사출토 청동불구 일괄","傳松林寺出土 靑銅佛具 一括"," ","9点","세부지정참고","동산문화재 해당항목 아님","청동","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20030905",""
"11427","금동불좌상(아미타불)","金銅佛坐像(阿彌陀佛)","","1軀","전체높이 63.5cm, 어깨너비 26cm, 무릎너비 44cm","동산문화재 해당항목 아님","청동에 도금","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20030905",""
"11428","송시열상","宋時烈像","","1軸","세로 81.7cm, 가로 57.6cm ","동산문화재 해당항목 아님","비단채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20030905",""
"11429","전이한철필 어해도병","傳李漢喆筆 魚蟹圖屛","","병풍한틀(10帖)","세로 157.5㎝, 가로 368.5㎝","동산문화재 해당항목 아님","종이에 수묵","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20030905",""
"11430","성불사 금동보현보살좌상","成佛寺 金銅普賢菩薩坐像","","1軀","總高 133cm, 身高 68.5cm","동산문화재 해당항목 아님","금동","","","종로구"," 창의문로11길 36-1 성불사 (부암동)","","20031230",""
"11431","을축갑회도","乙丑甲會圖","","1軸","족자-세로 136.5cm, 가로 80cm, 화면- 세로 73cm, 가로 59.8cm, 화면-세로 73cm, 가로 59.8cm","동산문화재 해당항목 아님","비단에 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11432","경수연도","慶壽宴圖","","1帖(19面)","세로 39cm, 가로 28.2cm","동산문화재 해당항목 아님","비단에 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11433","태학계첩","太學契帖","","1帖(4面)","화첩-세로 44.9cm, 가로 27.3cm, 화면- 세로 37cm, 가로 46.3cm, 화면-세로 37cm, 가로 46.3cm","동산문화재 해당항목 아님","종이에 묵서와 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11434","경현당어제어필화재첩","景賢堂御製御筆和載帖","","1帖(13面)","세로 38.5cm, 가로 27.0cm","동산문화재 해당항목 아님","종이에  묵서와 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11435","기성도병","箕城圖屛","","병풍한틀(8帖)","세로 130.8cm, 가로 395.8cm","동산문화재 해당항목 아님","종이에 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11436","관서명승도첩","關西名勝圖帖","","1帖","세로 40cm, 가로 59.9cm","동산문화재 해당항목 아님","비단에 채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11437","두씨통전","杜氏通典","","200卷 75冊","세로 32.1cm, 가로 19.7cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11438","지장보살본원경","地藏菩薩本願經","","3卷1冊","세로 29.7cm, 가로 18.2cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11439","번역명의집 권1~3","飜譯名義集 卷一~三","","3卷1冊","세로 33.8cm, 가로 20.3cm","동산문화재 해당항목 아님","藁精紙","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11440","자치통감강목 권16","資治通鑑綱目 卷十六","","1卷1冊","세로 31.7c, 가로 19.1cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11441","성북동포백훈조계완문절목","城北洞曝白燻造契完文節目","","1冊","세로 44cm, 가로 27.4cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11442","원조정본농상집요 권5~7","元朝正本農桑輯要 卷五~七","","3卷1冊","세로 31.5cm, 가로 18.7cm","동산문화재 해당항목 아님","저지","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20031230",""
"11443","팔정사 목 보살좌상(대세지보살)","八正寺 木 菩薩坐像(大勢至菩薩)","Seated Wooden Mahathamaprapta Bodhisattva in Paljeongsa Temple ","1軀","전체높이 75cm, 무릎 폭 50cm","동산문화재 해당항목 아님","목조","","","성북구","성북로31가길 82 팔정사 극락보전 (성북동)","","20040726",""
"11444","안양암 아미타불도","安養庵 阿彌陀佛圖","Amitabha","1幅","108cm?04cm","동산문화재 해당항목 아님","비단채색","1889년 (고종26년)","","종로구"," 창신동 130-1  안양암 대웅전","","20040930",""
"11445","안양암 감로도","安養庵 甘露圖","Nectar Ritual","1幅","162cm?56.5cm","동산문화재 해당항목 아님","비단채색","1909년 (隆熙3년)","","종로구"," 창신동 130-1 안양암 대웅전","","20040930",""
"11446","안양암 팔상도","安養庵 八相圖","Eight Scenes from the Buddha's life","1幅","156.7*147","동산문화재 해당항목 아님","비단채색","1917년","","종로구"," 창신동 130-1 안양암 대웅전","","20040930",""
"11447","안양암 극락왕생도","安養庵 極樂往生圖","Amitabha's Pure Land","2幅","76*203","동산문화재 해당항목 아님","비단채색","19c 말~20c 초반","","종로구"," 창신동 130-1 안양암 대웅전","","20040930",""
"11448","안양암 아미타괘불도","安養庵 阿彌陀掛佛圖","Thangka","1幅","690cm?24cm","동산문화재 해당항목 아님","비단채색","1919년","","종로구"," 창신동 130-1 안양암 ","","20040930",""
"11449","안양암 대웅전 삼존불상(아미타불,관음보살,지장보살)","安養庵 大雄殿 三尊佛像(阿彌陀佛,觀音菩薩,地藏菩薩)","","3軀","(아미타불상) 전체높이 56cm 무릎너비 33cm (관음보살상) 전체높이 57cm 무릎너비 16cm (지장보살상) 전체높이 48.5cm 무릎너비 28.5cm","동산문화재 해당항목 아님","아미타불상 - 목조 관음보살상 - 옥질 지장보살상 - 소조","1889년 추정","","종로구"," 창신동 130-1 안양암 대웅전","","20040930",""
"11450","도선사 목 아미타불·대세지보살상","道詵寺 木 阿彌陀佛·大勢至菩薩像 ","Wooden Amitabha and Mahasthamaprapta Statues of Doseonsa Temple","2軀","전체높이 71cm","동산문화재 해당항목 아님","목조","1740년","","강북구"," 우이동 164 도선사","","20040930",""
"11451","도선사 석 독성상","道詵寺 石 獨聖像","Stone Statue of Hermit Sage in Doseonsa Temple","1軀","전체높이 71cm","동산문화재 해당항목 아님","석조","1876년 이전","","강북구"," 우이동 164 도선사","","20040930",""
"11452","류홍 영정","柳泓 影幀","","1幅","전체:세로 234×가로 121, 화면:세로 176×가로 100","동산문화재 해당항목 아님","비단채색","","","종로구"," 새문안로 55 서울역사박물관 (신문로2가)","","20041030",""
"11453","청자상감국화문표형병","靑磁象嵌菊花文瓢形甁","","1点","전체높이 46cm, 입지름 2.2cm, 바닥지름 10.3cm, 입지름 2.2, 바닥지름 10.3","동산문화재 해당항목 아님","도토","","","관악구"," 남부순환로 152길 53 호림박물관 (신림동)","","20041030",""
"11454","분청사기철화모란문장군","粉靑沙器鐵畵牧丹文장군","","1点","높이 19.1㎝, 입지름 5㎝, 바닥지름 12×8cm","동산문화재 해당항목 아님","도토","","","관악구"," 남부순환로 152길 53 호림박물관 (신림동)","","20041030",""
"11455","분청사기조화모란문장군","粉靑沙器彫花牧丹文장군","","1点","전체높이 19.5cm, 입지름 6.5cm, 바닥지름 15cm","동산문화재 해당항목 아님","도토","","","관악구"," 남부순환로 152길 53 호림박물관 (신림동)","","20041030",""
"11456","백자청화송옥문병","白磁靑畵松屋文甁","","1点","전체높이 36.1cm, 입지름 4.3cm, 바닥지름 9.2cm","동산문화재 해당항목 아님","도토","","","관악구","남부순환로 152길 53 호림박물관 (신림동)","","20041030",""
"11457","백자청화매죽문시명병","白磁靑畵梅竹文詩銘甁","","1点","전체높이 38.6cm, 입지름 6.1cm, 바닥지름 10.6cm","동산문화재 해당항목 아님","도토","","","관악구"," 남부순환로 152길 53 호림박물관 (신림동)","","20041030",""
"11458","혼천의","渾天儀","","1点","규격미상","동산문화재 해당항목 아님","목재","","","종로구"," 인사동5길 8 선화랑 내 (인사동)","","20050526",""
"11459","사자암 지장시왕도","獅子庵 地藏十王圖","","4폭(幅)","세부지정참고","동산문화재 해당항목 아님","비단에 채색","","","동작구"," 국사봉1길 235-14 (상도동)","","20050706",""
"11460","청룡사 지장시왕도","靑龍寺 地藏十王圖","Ksitigarbha and Ten Kings of Hell","1幅","149.2*180.6","동산문화재 해당항목 아님","견본채색","","","종로구"," 동망산길 65 청룡사 (숭인동)","","20051229",""
"11461","청룡사 칠성도","靑龍寺 七星圖","Big Dipper","1幅","122.5*150.5","동산문화재 해당항목 아님","견본채색","","","종로구"," 동망산길 65 청룡사 (숭인동)","","20051229",""
"11462","청룡사 현왕도","靑龍寺 現王圖","Hyonwang","1幅","114.4*88.7","동산문화재 해당항목 아님","견본채색","","","종로구"," 동망산길 65 청룡사 (숭인동)","","20051229",""
"11463","청룡사 감로도","靑龍寺 甘露圖","Nectar Ritual","1幅","161*192","동산문화재 해당항목 아님","견본채색","","","종로구"," 동망산길 65 청룡사 (숭인동)","","20051229",""
