"연번","업소명","업종","업태","소재지","도로명주소","전화번호","한실수","양실수"
"783","황토방여관","숙박업(일반)","여관업","서울특별시 광진구 자양동 584번지 13호","서울특별시 광진구 자양번영로 11, (자양동)","02-456-5675","2","10"
"784","카리브모텔","숙박업(일반)","여관업","서울특별시 광진구 구의동 246번지 40호","서울특별시 광진구 아차산로 389, (구의동)","02-452-6939","7","11"
"513","(주)호텔스카이파크 킹스타운동대문","숙박업(일반)","관광호텔","서울특별시 중구 을지로6가 17번지 2호 현대시티타워지하2층,지상1층,14~22층","서울특별시 중구 장충단로13길 20, (을지로6가, 현대시티타워지하2층,지상1층,14~22층)","02-6900-9387","0","408"
"514","아트뷰호텔","숙박업(일반)","관광호텔","서울특별시 중구 충무로3가 26번지 2호 2~5층","서울특별시 중구 수표로6길 33, 2~5층 (충무로3가)","02-2269-2262","0","23"
"515","이비스 앰배서더 서울 동대문","숙박업(일반)","관광호텔","서울특별시 중구 을지로5가 273번지 4호 2~20층","서울특별시 중구 동호로 359, 2~20층 (을지로5가)","02-2160-8888","0","242"
"516","베스틴 부띠크","숙박업(일반)","숙박업 기타","서울특별시 중구 필동1가 10번지 6호 2층~5층","서울특별시 중구 퇴계로31길 9, (필동1가, 2층~5층)","070-8885-6567","0","19"
"517","(주)한주홀딩스코리아","숙박업(일반)","관광호텔","서울특별시 중구 명동1가 59번지 1호 3~5층","서울특별시 중구 명동7길 13, (명동1가, 3~5층)","","0","83"
"518","전희","숙박업(일반)","숙박업 기타","서울특별시 중구 명동1가 38번지 1호 5,6층","서울특별시 중구 명동9길 21, (명동1가, 5,6층)","02-775-5999","0","12"
"519","K-guesthouse 동대문5호점","숙박업(일반)","숙박업 기타","서울특별시 중구 광희동1가 182번지 20호 2~5층","서울특별시 중구 장충단로 229-9, (광희동1가, 2~5층)","","0","12"
"520","로드P명동","숙박업(일반)","숙박업 기타","서울특별시 중구 충무로4가 148번지 1호 8층","서울특별시 중구 퇴계로37길 14, 8층 (충무로4가)","010-5789-1841","0","15"
"521","동대문맥스타일 하우스","숙박업(일반)","일반호텔","서울특별시 중구 신당동 773번지 18층","서울특별시 중구 마장로 3, (신당동, 18층)","02-2218-6565","0","10"
"522","에이퍼스트호텔명동","숙박업(일반)","관광호텔","서울특별시 중구 다동 130번지 지하1층~9층","서울특별시 중구 다동길 30, (다동, 지하1층~9층)","02-768-8777","0","140"
"523","서울시티","숙박업(일반)","숙박업 기타","서울특별시 중구 을지로3가 5번지 14호 2~5층","서울특별시 중구 충무로9길 41, (을지로3가, 2~5층)","010-2330-3819","0","23"
"524","필스테이 동국대점","숙박업(일반)","관광호텔","서울특별시 중구 광희동2가 43번지 1호 3~6층","서울특별시 중구 퇴계로 329, (광희동2가, 3~6층)","02-2264-7888","0","15"
"525","도트호텔(DOTT HOTEL)","숙박업(일반)","일반호텔","서울특별시 중구 충무로2가 12번지 10호 3~8층","서울특별시 중구 명동8가길 49, (충무로2가, 3~8층)","02-773-3665","0","29"
"526","알로프트서울명동호텔","숙박업(일반)","관광호텔","서울특별시 중구 명동2가 104번지 3층~20층","서울특별시 중구 남대문로 56, (명동2가, 3층~20층)","02-2084-1000","0","223"
"527","24게스트하우스 남산","숙박업(일반)","관광호텔","서울특별시 중구 남산동2가 36번지 6호 1~2층","서울특별시 중구 소공로6길 29, (남산동2가, 1~2층)","02-774-1212","0","11"
"528","나인트리프리미어호텔 명동Ⅱ","숙박업(일반)","관광호텔","서울특별시 중구 초동 72번지 10호 3~16층","서울특별시 중구 마른내로 28, (초동, 3~16층)","02-2179-2664","0","408"
"529","필스테이 명동점","숙박업(일반)","숙박업 기타","서울특별시 중구 명동1가 7번지 1호 15층","서울특별시 중구 명동길 55, (명동1가, 15층)","02-319-8866","0","25"
"530","필스테이 명동메트로점","숙박업(일반)","숙박업 기타","서울특별시 중구 명동2가 3번지 3호 5층","서울특별시 중구 명동10길 19-3, (명동2가, 5층)","02-771-8787","0","14"
"531","남산호스텔","숙박업(일반)","관광호텔","서울특별시 중구 남산동2가 45번지 10호 지하 1층~ 지상 5층","서울특별시 중구 퇴계로18길 67, (남산동2가, 지하 1층~ 지상 5층)","02-778-7800","0","20"
"532","지투호텔","숙박업(일반)","관광호텔","서울특별시 중구 저동2가 48번지 27호","서울특별시 중구 수표로 24, (저동2가)","02-2277-9700","0","126"
"533","KIMS Moon Hotel","숙박업(일반)","여관업","서울특별시 중구 북창동 94번지 38호 1~3층","서울특별시 중구 남대문로1길 26-19, (북창동, 1~3층)","02-3789-7030","0","17"
"534","뉴스테이인(New stay inn)","숙박업(일반)","숙박업 기타","서울특별시 중구 충무로3가 59번지 22호 4.5층","서울특별시 중구 수표로 14, (충무로3가, 4.5층)","070-4543-0840","0","16"
"535","남산게스트하우스2","숙박업(일반)","관광호텔","서울특별시 중구 남산동2가 33번지 3호 1~2층","서울특별시 중구 퇴계로18길 41, (남산동2가, 1~2층)","010-4288-8295","0","11"
"536","남산게스트하우스","숙박업(일반)","관광호텔","서울특별시 중구 남산동2가 33번지 1,2층","서울특별시 중구 퇴계로18길 37, (남산동2가, 1,2층)","02-752-6363","0","10"
"537","호텔릿(Hotelette)","숙박업(일반)","숙박업 기타","서울특별시 중구 남대문로5가 575번지 1~5층","서울특별시 중구 후암로60길 11, (남대문로5가, 1~5층)","02-318-1037","0","27"
"538","명동 선샤인 게스트하우스","숙박업(일반)","숙박업 기타","서울특별시 중구 충무로2가 11번지 1호 선샤인빌딩 7층, 8층","서울특별시 중구 명동8가길 27, (충무로2가, 선샤인빌딩 7층, 8층)","02-318-2882","0","45"
"539","블루마운틴 명동","숙박업(일반)","숙박업 기타","서울특별시 중구 명동2가 2번지 21호 2층","서울특별시 중구 명동10길 19-27, (명동2가, 2층)","02-775-0051","0","14"
"540","삼원여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 한강로2가 157번지 4호","서울특별시 용산구 한강대로38길 11-6, (한강로2가)","02-793-3407","","12"
"541","뷰티코리아의집(Beauty of Korea)","숙박업(일반)","여관업","서울특별시 용산구 청파동3가 43번지 0호","서울특별시 용산구 청파로43길 14, (청파동3가)","02-719-1806","11",""
"542","미성","숙박업(일반)","여관업","서울특별시 용산구 원효로2가 83번지 11호","서울특별시 용산구 새창로 131-1, (원효로2가)","02-712-4542","","17"
"543","보광여관","숙박업(일반)","여인숙업","서울특별시 용산구 보광동 265번지 777호","서울특별시 용산구 우사단로4길 11, (보광동)","02-0793-7356","","11"
"544","경향","숙박업(일반)","여관업","서울특별시 용산구 청파동1가 154번지 7호","서울특별시 용산구 청파로 330-8, (청파동1가)","02-0714-2157","12",""
"545","클래식모텔","숙박업(일반)","여관업","서울특별시 용산구 남영동 37번지 1호","서울특별시 용산구 한강대로84길 11-10, (남영동)","02-794-7402","17",""
"546","미경여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 9번지 6호","서울특별시 용산구 후암로57길 9-14, (동자동)","02-755-3103","9",""
"547","조일여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 127번지 9호","서울특별시 용산구 후암로 91-3, (동자동)","02-774-9889","","7"
"548","바나나백팩커스","숙박업(일반)","여관업","서울특별시 용산구 후암동 254번지 49호","서울특별시 용산구 두텁바위로25길 7, (후암동)","02-754-7444","19",""
"549","덕성","숙박업(일반)","여관업","서울특별시 용산구 동자동 11번지 26호","서울특별시 용산구 후암로 91-4, (동자동)","02-753-8914","6",""
"550","로망스모텔","숙박업(일반)","여관업","서울특별시 용산구 남영동 38번지 0호","서울특별시 용산구 한강대로84길 11-12, (남영동)","02-794-7402","19",""
"551","코지 모텔","숙박업(일반)","여관업","서울특별시 용산구 남영동 7번지 4호","서울특별시 용산구 한강대로88길 17, (남영동)","02-795-2318","13",""
"552","아르고모텔","숙박업(일반)","여관업","서울특별시 용산구 청파동3가 24번지 10호","서울특별시 용산구 청파로45길 2-5, (청파동3가)","02-0713-7174","","14"
"553","동인","숙박업(일반)","여관업","서울특별시 용산구 이태원동 166번지 33호","서울특별시 용산구 이태원로17길 10-4, (이태원동)","02-0795-6407","1","8"
"554","야코리아호스텔","숙박업(일반)","여관업","서울특별시 용산구 용산동3가 1번지 57호","서울특별시 용산구 한강대로62나길 16-13, (용산동3가)","02-793-5875","2","14"
"555","대화여관","숙박업(일반)","여관업","서울특별시 용산구 이태원동 20번지 17호","서울특별시 용산구 우사단로 11-1, (이태원동)","","","10"
"556","성남여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 10번지 10호","서울특별시 용산구 후암로57길 9-9, (동자동)","02-755-2455","7",""
"557","경기","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 10번지 6호","서울특별시 용산구 후암로57길 9-1, (동자동)","02-0752-2475","","14"
"558","명신","숙박업(일반)","여관업","서울특별시 용산구 동자동 9번지 8호","서울특별시 용산구 후암로57길 9-10, (동자동)","02-0755-2829","9",""
"559","서광","숙박업(일반)","여관업","서울특별시 용산구 후암동 448번지 87호","서울특별시 용산구 소월로 60, (후암동)","02-752-8674","14","0"
"560","흄 모텔","숙박업(일반)","여관업","서울특별시 용산구 갈월동 90번지 7호","서울특별시 용산구 한강대로 275-1, (갈월동)","02-0714-4976","11",""
"561","삼수여관","숙박업(일반)","여관업","서울특별시 용산구 청파동3가 24번지 16호","서울특별시 용산구 청파로45길 2-11, (청파동3가)","02-713-6561","10",""
"562","보광","숙박업(일반)","여관업","서울특별시 용산구 보광동 9번지 28호","서울특별시 용산구 보광로12가길 26, (보광동)","02-796-0522","10",""
"563","현대","숙박업(일반)","여관업","서울특별시 용산구 이태원동 15번지 10호","서울특별시 용산구 우사단로6길 9, (이태원동)","02-798-9377","6",""
"564","광주여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 11번지 24호","서울특별시 용산구 후암로57길 3-19, (동자동)","02-753-8460","","10"
"565","현대여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 10번지 8호","서울특별시 용산구 후암로57길 9-5, (동자동)","02-754-6135","","11"
"566","타워모텔","숙박업(일반)","여관업","서울특별시 용산구 동자동 4번지 6호","서울특별시 용산구 후암로49길 4, (동자동)","02-0755-7696","15",""
"567","코스테이","숙박업(일반)","여관업","서울특별시 용산구 갈월동 14번지 94호","서울특별시 용산구 한강대로92길 3-6, (갈월동)","02-0756-5348","12",""
"568","삼성장","숙박업(일반)","여관업","서울특별시 용산구 보광동 60번지 0호","서울특별시 용산구 장문로 116, (보광동)","02-0795-2025","3","12"
"569","더블유오(WO)모텔","숙박업(일반)","여관업","서울특별시 용산구 한남동 732번지 107호","서울특별시 용산구 우사단로14길 26, (한남동)","02-794-6261","","8"
"570","금성장","숙박업(일반)","여관업","서울특별시 용산구 이태원동 131번지 34호","서울특별시 용산구 보광로 122-1, (이태원동)","02-794-5153","","11"
"571","해성모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 157번지 5호","서울특별시 용산구 한강대로38길 11, (한강로2가)","02-0795-7715","17",""
"572","러브모텔","숙박업(일반)","여관업","서울특별시 용산구 남영동 7번지 3호","서울특별시 용산구 한강대로88길 19, (남영동)","02-795-1411","17",""
"573","계림모텔","숙박업(일반)","여관업","서울특별시 용산구 서계동 228번지 6호","서울특별시 용산구 만리재로36길 5, (서계동)","02-0714-3696","16",""
"574","신진장","숙박업(일반)","여관업","서울특별시 용산구 청파동1가 154번지 8호","서울특별시 용산구 청파로 330-18, (청파동1가)","02-0714-0830","7","5"
"575","대흥","숙박업(일반)","여관업","서울특별시 용산구 원효로2가 84번지 8호","서울특별시 용산구 새창로 131-4, (원효로2가)","02-0712-4691","22",""
"576","화신","숙박업(일반)","여관업","서울특별시 용산구 한남동 642번지 20호","서울특별시 용산구 대사관로30가길 6, (한남동)","02-794-9419","12","3"
"577","뷰 모텔","숙박업(일반)","여관업","서울특별시 용산구 이태원동 136번지 47호","서울특별시 용산구 우사단로14길 14-5, (이태원동)","02-792-8514","1","5"
"578","맥","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 117번지 2호","서울특별시 용산구 한강대로42길 7, (한강로2가)","02-0793-1227","10",""
"579","대도장","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 215번지 3호","서울특별시 용산구 서빙고로3길 7, (한강로2가)","02-794-4416","15",""
"580","테마모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 65번지 190호","서울특별시 용산구 한강대로10길 11-6, (한강로3가)","02-0790-3618","18",""
"581","24게스트하우스 서울역","숙박업(일반)","여관업","서울특별시 용산구 동자동 35번지 125호","서울특별시 용산구 후암로57길 41, (동자동)","02-0754-8124","11",""
"582","모텔에버","숙박업(일반)","여관업","서울특별시 용산구 남영동 58번지 5호","서울특별시 용산구 한강대로80길 11-20, (남영동)","02-0795-8276","11",""
"583","화전","숙박업(일반)","여관업","서울특별시 용산구 원효로2가 41번지 1호","서울특별시 용산구 원효로 181-2, (원효로2가)","02-712-6820","14",""
"584","아리지","숙박업(일반)","여관업","서울특별시 용산구 한남동 611번지 2호","서울특별시 용산구 대사관로34길 46-4, (한남동)","02-0794-7460","3","16"
"585","류모텔","숙박업(일반)","여관업","서울특별시 용산구 한남동 78번지 0호","서울특별시 용산구 한남대로21길 33, (한남동)","02-0793-5903","22",""
"586","덕성장","숙박업(일반)","여관업","서울특별시 용산구 용산동2가 38번지 11호","서울특별시 용산구 신흥로 41-1, (용산동2가)","02-0793-7605","","11"
"587","평안","숙박업(일반)","여관업","서울특별시 용산구 원효로3가 1번지 43호","서울특별시 용산구 원효로41길 47-4, (원효로3가)","02-703-8848","11",""
"588","동산장","숙박업(일반)","여관업","서울특별시 용산구 청파동2가 106번지 1호","서울특별시 용산구 청파로57길 7-6, (청파동2가)","02-0713-8810","9",""
"589","원효","숙박업(일반)","여관업","서울특별시 용산구 원효로2가 81번지 2호","서울특별시 용산구 원효로53길 13, (원효로2가)","02-713-3344","3","10"
"590","E편한 모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 126번지","서울특별시 용산구 한강대로40길 9, (한강로2가)","02-795-1514","3","7"
"591","우성","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 453호","서울특별시 용산구 한강대로15길 9-17, (한강로3가)","02-794-4142","13",""
"592","동화장","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 452호","서울특별시 용산구 한강대로15길 9-15, (한강로3가)","02-0793-0120","12",""
"593","송림여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 10번지 9호","서울특별시 용산구 후암로57길 9-7, (동자동)","02-776-1063","","8"
"594","서정여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 10번지 0호","서울특별시 용산구 후암로57길 3-6, (동자동)","02-752-0549","","7"
"595","수정여관","숙박업(일반)","여인숙업","서울특별시 용산구 용산동3가 1번지 78호","서울특별시 용산구 한강대로62나길 10-4, (용산동3가)","02-795-8309","","8"
"596","문화","숙박업(일반)","여관업","서울특별시 용산구 이촌동 212번지 37호","서울특별시 용산구 이촌로 16-7, (이촌동)","02-0713-4590","16",""
"597","뉴월드","숙박업(일반)","여관업","서울특별시 용산구 남영동 42번지 0호","서울특별시 용산구 한강대로84길 21-13, (남영동)","02-0793-9332","41",""
"598","온리포유모텔","숙박업(일반)","여관업","서울특별시 용산구 후암동 265번지 13호","서울특별시 용산구 두텁바위로 85-5, (후암동)","02-774-8448","18",""
"599","진양","숙박업(일반)","여관업","서울특별시 용산구 청파동2가 1번지 81호","서울특별시 용산구 효창원로 220, (청파동2가)","02-0713-9524","14",""
"600","금강","숙박업(일반)","여관업","서울특별시 용산구 서계동 229번지 3호","서울특별시 용산구 만리재로36길 16-1, (서계동)","02-0712-2161","15",""
"601","태성모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 123호","서울특별시 용산구 한강대로21길 17-12, (한강로3가)","02-0796-1255","10","13"
"602","쓰리에잇888","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 131호","서울특별시 용산구 한강대로17길 15, (한강로3가)","02-0793-3091","19",""
"603","신광장","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 505호","서울특별시 용산구 한강대로21길 17, (한강로3가)","02-0793-1266","4","7"
"604","희망여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 35번지 58호","서울특별시 용산구 후암로57길 35-23, (동자동)","02-318-5788","","15"
"605","케이팝","숙박업(일반)","여관업","서울특별시 용산구 동자동 11번지 20호","서울특별시 용산구 후암로57길 3-9, (동자동)","02-0755-4395","10",""
"606","블루모텔","숙박업(일반)","여관업","서울특별시 용산구 남영동 88번지 1호","서울특별시 용산구 한강대로 262-5, (남영동)","02-792-7701","14",""
"607","일일모텔","숙박업(일반)","여관업","서울특별시 용산구 갈월동 19번지 1호","서울특별시 용산구 두텁바위로1길 7, (갈월동)","02-0754-0217","","14"
"608","해밀톤호텔","숙박업(일반)","관광호텔","서울특별시 용산구 이태원동 119번지 24호","서울특별시 용산구 이태원로 179, (이태원동)","02-0794-0171","4","135"
"609","호텔코지","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 122번지 6,7호","서울특별시 용산구 한강대로40길 15, (한강로2가)","02-0793-5813","14",""
"610","그랜드하얏트서울","숙박업(일반)","관광호텔","서울특별시 용산구 한남동 747번지 7호","서울특별시 용산구 소월로 322, (한남동)","02-799-8510","","607"
"611","크라운관광호텔","숙박업(일반)","관광호텔","서울특별시 용산구 이태원동 34번지 69호","서울특별시 용산구 녹사평대로 140, (이태원동)","02-0797-4111","","194"
"612","성지모텔","숙박업(일반)","여관업","서울특별시 용산구 이태원동 211번지 30호","서울특별시 용산구 회나무로 45-1, (이태원동)","02-0795-1691","3","17"
"613","광신여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 9번지 5호","서울특별시 용산구 후암로57길 9-16, (동자동)","02-755-7791","","9"
"614","한남67호텔","숙박업(일반)","여관업","서울특별시 용산구 한남동 657번지 104호","서울특별시 용산구 대사관로 67, (한남동)","02-790-7484","5","30"
"615","가든장","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 2번지 194호","서울특별시 용산구 새창로 209, (한강로2가)","02-0797-3226","14","1"
"616","힐튼모텔","숙박업(일반)","여관업","서울특별시 용산구 원효로2가 61번지 32호","서울특별시 용산구 원효로56길 21-3, (원효로2가)","02-714-1131","10",""
"617","가야호텔","숙박업(일반)","관광호텔","서울특별시 용산구 갈월동 98번지 11호","서울특별시 용산구 한강대로 253, (갈월동)","-5899","","51"
"618","WO모텔용산","숙박업(일반)","여관업","서울특별시 용산구 청파동1가 160번지 1호","서울특별시 용산구 청파로67길 7, (청파동1가)","02-717-2691","14",""
"619","임피리얼팰리스부티크호텔","숙박업(일반)","관광호텔","서울특별시 용산구 한남동 737번지 32호","서울특별시 용산구 이태원로 221, (한남동)","02-798-0051","9","112"
"620","레인보우장","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 18호","서울특별시 용산구 한강대로7길 9, (한강로3가)","02-796-9742","5","17"
"621","잠수장","숙박업(일반)","여관업","서울특별시 용산구 동빙고동 162번지 2호","서울특별시 용산구 서빙고로 295, (동빙고동)","02-0795-3050","2","24"
"622","신흥여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 11번지 18호","서울특별시 용산구 후암로57길 3-7, (동자동)","02-756-5137","9",""
"623","대동여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 한강로3가 40번지 128호","서울특별시 용산구 한강대로15길 18, (한강로3가)","-3204","","11"
"624","이태원모텔","숙박업(일반)","여관업","서울특별시 용산구 이태원동 131번지 2호","서울특별시 용산구 보광로60길 6, (이태원동)","02-798-9513","","11"
"625","스카이모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 327호","서울특별시 용산구 한강대로7길 9-5, (한강로3가)","02-793-6884","","19"
"626","호텔 도로","숙박업(일반)","여관업","서울특별시 용산구 이태원동 124번지 3호","서울특별시 용산구 이태원로27길 34-34, (이태원동)","02-749-6525","","42"
"627","첼로","숙박업(일반)","여관업","서울특별시 용산구 남영동 96번지 2호","서울특별시 용산구 한강대로80길 16, (남영동)","02-795-0516","","12"
"628","호텔스테이인서울역","숙박업(일반)","여관업","서울특별시 용산구 동자동 35번지 146호","서울특별시 용산구 후암로57길 35, (동자동)","02-754-2128","6","10"
"629","초록장","숙박업(일반)","여관업","서울특별시 용산구 후암동 448번지 94호","서울특별시 용산구 소월로 60-3, (후암동)","02-773-1479","","14"
"630","아모르 모텔","숙박업(일반)","여관업","서울특별시 용산구 한강로2가 92번지 1호","서울특별시 용산구 한강대로50길 6, (한강로2가)","02-793-9661","","30"
"631","통일여관","숙박업(일반)","여관업","서울특별시 용산구 보광동 63번지 2호","서울특별시 용산구 서빙고로95길 22, (보광동)","02-794-0084","","10"
"632","충남여관","숙박업(일반)","여관업","서울특별시 용산구 남영동 66번지 1호","서울특별시 용산구 한강대로80길 11-39, (남영동)","02-798-1403","","6"
"633","애플여관","숙박업(일반)","여관업","서울특별시 용산구 한강로3가 40번지 325호","서울특별시 용산구 한강대로7길 9-3, (한강로3가)","02-797-6244","14",""
"634","MK 리버티하우스","숙박업(일반)","여관업","서울특별시 용산구 서계동 220번지 18호","서울특별시 용산구 청파로95길 5, (서계동)","02-717-7633","14",""
"635","아로하 게스트하우스","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 35번지 47호","서울특별시 용산구 후암로57길 35-8, (동자동)","-3694","15",""
"636","태창여관","숙박업(일반)","여관업","서울특별시 용산구 원효로3가 68번지","서울특별시 용산구 원효로39길 25-3, (원효로3가)","-7518","10",""
"637","호텔캐피탈","숙박업(일반)","관광호텔","서울특별시 용산구 이태원동 22번지 76호","서울특별시 용산구 장문로 23, (이태원동)","-1914","15","272"
"638","더레지던스","숙박업(일반)","여관업","서울특별시 용산구 이태원동 56번지 21호","서울특별시 용산구 이태원로 142-1, (이태원동)","02-793-0300","2","22"
"639","(주)엘르인","숙박업(일반)","일반호텔","서울특별시 용산구 갈월동 98번지 14호","서울특별시 용산구 한강대로71길 24, (갈월동)","-9492","","54"
"640","레인보우호텔","숙박업(일반)","여관업","서울특별시 용산구 갈월동 98번지 2호","서울특별시 용산구 한강대로71길 48, (갈월동)","02-792-9993","9","54"
"641","I.T.W호텔","숙박업(일반)","관광호텔","서울특별시 용산구 이태원동 126번지 7호","서울특별시 용산구 우사단로14길 11, (이태원동)","0279-6610-0","0","71"
"642","(주)신세계조선호텔포포인츠남산","숙박업(일반)","관광호텔","서울특별시 용산구 동자동 56번지 지상19~30층","서울특별시 용산구 한강대로 366, 지상19층~30층 (동자동)","02-6070-7000","0","342"
"643","한양여인숙","숙박업(일반)","여인숙업","서울특별시 용산구 동자동 43번지 39호","서울특별시 용산구 한강대로 349-2, 2층 3층 (동자동)","","15","0"
"644","에이원호텔","숙박업(일반)","관광호텔","서울특별시 용산구 이태원동 64번지 32호","서울특별시 용산구 이태원로20길 2-8, 2층~6층 (이태원동)","02-795-5997","0","21"
"645","케이그랜드호텔서울","숙박업(일반)","관광호텔","서울특별시 용산구 동자동 43번지 59호","서울특별시 용산구 한강대로 385, 3층. 4층 (동자동)","","0","30"
"646","호텔 더 디자이너스","숙박업(일반)","관광호텔","서울특별시 용산구 갈월동 69번지 27호 호텔 더 디자이너스","서울특별시 용산구 한강대로 305, (갈월동)","02-703-6200","0","101"
"647","복래여관","숙박업(일반)","여관업","서울특별시 성동구 금호동3가 166번지 0호","서울특별시 성동구 금호산2길 39, (금호동3가)","02-234-4275","10",""
"648","명성","숙박업(일반)","여관업","서울특별시 성동구 성수동1가 371번지 1호","서울특별시 성동구 둘레7가길 11, (성수동1가)","02-0464-7264","9",""
"649","신도","숙박업(일반)","여관업","서울특별시 성동구 하왕십리동 891번지 2호","서울특별시 성동구 왕십리로 379-6, (하왕십리동)","0002-2281-8377","12","0"
"650","모텔 하루(HARU)","숙박업(일반)","여관업","서울특별시 성동구 도선동 405번지 0호","서울특별시 성동구 무학로 8-2, (도선동)","02-2296-3177","","15"
"651","금호여관","숙박업(일반)","여관업","서울특별시 성동구 금호동3가 393번지 0호","서울특별시 성동구 금호산2길 22, (금호동3가)","02-0234-4685","4","7"
"652","모텔로","숙박업(일반)","여인숙업","서울특별시 성동구 행당동 292번지 54호","서울특별시 성동구 행당로17길 24, (행당동)","02-2292-3860","3","8"
"653","봉산","숙박업(일반)","여관업","서울특별시 성동구 도선동 15번지 0호","서울특별시 성동구 고산자로 261-38, (도선동)","02-0293-5381","11",""
"654","동림여관","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 333번지 24호","","02-0464-0166","7","6"
"655","천수장여관","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 354번지 1호","서울특별시 성동구 둘레9길 18-7, (성수동2가)","02-0463-2867","1","10"
"656","대성여관","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 622번지 1호","서울특별시 성동구 둘레17길 2, (성수동2가)","02-0463-5932","9","6"
"657","청수여관","숙박업(일반)","여관업","서울특별시 성동구 옥수동 321번지 1호","서울특별시 성동구 한림말5길 33-8, (옥수동)","0262-0385-47","11",""
"658","서일여관","숙박업(일반)","여관업","서울특별시 성동구 금호동3가 276번지 0호","서울특별시 성동구 독서당로 311-7, (금호동3가)","02-0232-4606","8","0"
"659","홍도여인숙","숙박업(일반)","여관업","서울특별시 성동구 도선동 165번지 3호","서울특별시 성동구 왕십리로24길 18, (도선동)","02-293-0824","9",""
"660","유림","숙박업(일반)","여관업","서울특별시 성동구 송정동 66번지 103호","서울특별시 성동구 광나루로9가길 24, (송정동)","02-0466-8172","1","12"
"661","충남","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 348번지 2호","서울특별시 성동구 성덕정길 72-6, (성수동2가)","02-0464-0047","19",""
"662","제일","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 532번지 43호","서울특별시 성동구 성덕정길 90-8, (성수동2가)","02-0463-2386","1","11"
"663","동일","숙박업(일반)","여관업","서울특별시 성동구 성수동1가 656번지 967호","서울특별시 성동구 왕십리로 106, (성수동1가)","02-0000-0000","6","7"
"664","유성장","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 532번지 35호","서울특별시 성동구 성덕정길 90-13, (성수동2가)","02-462-2627","3","10"
"665","신양장여관","숙박업(일반)","여관업","서울특별시 성동구 성수동1가 176번지 2호","서울특별시 성동구 성덕정길 38, (성수동1가)","02-467-1388","4","8"
"666","양지","숙박업(일반)","여관업","서울특별시 성동구 금호동3가 795번지 0호","서울특별시 성동구 장터3길 14, (금호동3가)","02-0295-6357","4","5"
"667","삼화여관","숙박업(일반)","여관업","서울특별시 성동구 용답동 114번지 4호","서울특별시 성동구 용답중앙길 13, (용답동)","02-212-6240","8","2"
"668","신흥장","숙박업(일반)","여관업","서울특별시 성동구 송정동 66번지 80호","서울특별시 성동구 송정4길 19, (송정동)","02-466-7084","1","12"
"669","태평","숙박업(일반)","여관업","서울특별시 성동구 행당동 266번지 4호","서울특별시 성동구 고산자로 232, (행당동)","02-2292-8325","4","1"
"670","중앙여관","숙박업(일반)","여관업","서울특별시 성동구 금호동4가 1044번지 0호","서울특별시 성동구 독서당로 267-6, (금호동4가)","02-2297-9160","6","5"
"671","한수모텔","숙박업(일반)","여관업","서울특별시 성동구 행당동 31번지 2호","서울특별시 성동구 살곶이8길 7, (행당동)","02-0292-2063","1","14"
"672","스타장모텔","숙박업(일반)","여관업","서울특별시 성동구 금호동3가 240번지 0호","서울특별시 성동구 독서당로 315-9, (금호동3가)","02-235-5353","14",""
"673","로얄장","숙박업(일반)","여관업","서울특별시 성동구 성수동2가 664번지 1호","서울특별시 성동구 성수이로6길 14, (성수동2가)","02-464-3339","2","8"
