문화공간코드,장르분류코드,장르분류명,문화공간명,대표이미지,주소,전화번호,팩스번호,홈페이지,관람시간,관람료(원),휴관일,개관일자,객석수,X좌표,Y좌표,기타사항,무료구분
100769,7,문화원,성북문화원,,서울  성북구 동소문동1가 ),02-765-1611,02-765-1619,http://www.isbcc.or.kr/main/main.php,,,,1995.07.12,,37.5896492,127.0058931,,1
100776,8,도서관,강북솔샘문화정보센터,http://culture.seoul.go.kr/data/cf/20111103140453.jpg,서울  강북구 미아동 1354-4 ),02-944-3150,02-944-3159,http://www.gangbuklib.seoul.kr/solsem/com/,,,"첫째, 셋째 휴관일",2005.10.04,,37.6205185,127.0124524,,1
100756,11,기타,동대문구체육관,http://culture.seoul.go.kr/data/cf/20111031112053.jpg,서울  동대문구 답십리동 2-294 ),02-2247-9611~4,02-2247-9615,http://www.dfmc.kr,운영시간: 06:00 ~ 22:00,,"국경일, 대관행사시 휴관",2004-11-01,"대체육관 1개 1,200석 / 소체육관 1개",37.5724191,127.0639379,,1
100761,1,공연장,중랑문화체육관,http://culture.seoul.go.kr/data/cf/20111020180203.jpg,서울  중랑구 면목동 ),02-436-9200,,http://jungnangspo.seoul.kr,,,"둘째,넷째,다섯째주 일요일",,,37.5792934,127.0957856,,1
100797,11,기타,양천구청,http://culture.seoul.go.kr/data/cf/20111020161851.jpg,서울  양천구 신정동 321-4 ),02-2620-3114,02-2648-8168,http://www.yangcheon.go.kr/,,,,,,37.517016,126.866642,,1
100799,1,공연장,신월문화체육센터,http://culture.seoul.go.kr/data/cf/20111214111719.jpg,서울  양천구 신월동  지양로 37,02-2605-4093~5,02-2606-4370,http://www.ycs.or.kr,,,,,,37.5198479,126.8350363,,0
100804,11,기타,강서구시설관리공단,http://culture.seoul.go.kr/data/cf/20111021131736.jpg,서울  강서구 화곡동 1103-6 ),02-2607-9113,,http://www.gssi.or.kr/,,,,,,37.5530024,126.8484762,,0
100855,6,문화예술회관,동대문문화회관,http://culture.seoul.go.kr/data/cf/20111031111032.jpg,서울  동대문구 답십리동 ),02-2215-0586~7,02-2214-2783,http://tour.ddm.go.kr/culture/culturalFacility_1,,,법정 공휴일,1997.12.30,,37.5717914,127.0637934,,1
100842,8,도서관,송파구립거마도서정보센터,http://culture.seoul.go.kr/data/cf/20111020151705.jpg,서울  송파구,"02-449-2332,5032",02-449-5932,http://www.splib.or.kr/,,,,,,37.4935731,127.1468821,"■ 휴관일  - 일요일을 제외한 국공휴일(단 일요일과 법정 공휴일이 겹칠 경우 휴관)  - 도서정보센터 사정에 의한 임시휴관일",0
100822,11,기타,동작구청,http://culture.seoul.go.kr/data/cf/20111020165518.jpg,서울  동작구 노량진동 47-2 ),02-820-1114,,http://tour.dongjak.go.kr/,,,,,,37.51245,126.9395,,0
100824,11,기타,흑석체육센터,http://culture.seoul.go.kr/data/cf/20101118172637.jpg,서울  동작구 흑석동  현충로 73,(02)823-2273~4,(02)823-2275,http://www.idongjak.or.kr/,평일(월~금) : 06:00~22:00  토요일 : 06:00~21:00/일요일(1주) : 10:00~19:00,,공휴일 및 5주째 일요일,,,37.5099926,126.9633745,,1
100825,6,문화예술회관,사당문화회관,http://culture.seoul.go.kr/data/cf/20101118172227.jpg,서울  동작구 사당동 248-6 ),(02)588-4111,(02)588-6040,http://www.idongjak.or.kr/,- 평   일(월~금) : 06:00~22:00  토요일 : 06:00~21:00 / 일요일(1주) : 10:00~19:00,,공휴일 및 5주째 일요일,,,37.4846843,126.9695831,,0
100834,1,공연장,서초구민체육센터,http://culture.seoul.go.kr/data/cf/20111020134431.jpg,서울  서초구 반포동 114-3 ),02-591-6060,,http://www.seochoymca.com/,,,매월 넷째주 일요일,1994.10.27,,37.498792,126.9905045,,1
100840,11,기타,송파구청,http://culture.seoul.go.kr/data/cf/20101118164028.jpg,서울  송파구 신천동 29-5 ),02-2147-2000,,http://www.songpa.go.kr/,,,,,,37.514516,127.106244,,1
100831,7,문화원,관악문화원,http://culture.seoul.go.kr/data/cf/20101118165834.jpg,서울  관악구 신림동 209-1 ),02-885-5975/02-878-1931,02-886-1660,http://www.gacc.or.kr,,,,,,37.4678198,126.9447491,,0
100835,11,기타,강남구청,http://culture.seoul.go.kr/data/cf/20101118164715.jpg,서울  강남구 삼성동 16-1 ),02-2104-1114,02-2104-2400~1,http://www.gangnam.go.kr/,,,,,,37.517305,127.047502,,0
100763,8,도서관,중랑구립정보도서관,,서울  중랑구 묵동 22 ),02-490-9114,02-490-9140,http://www.jungnanglib.seoul.kr,,,"매월 둘째, 넷째 월요일, 일요일 제외한 공휴일, 도서관 사정에 의한 임시휴관일",,,37.6153161,127.0869596,,0
100462,11,기타,운현궁,http://culture.seoul.go.kr/data/cf/20111103141550.jpg,서울  종로구 운니동 114-10 ),02-766-9090,02-742-3900,http://www.unhyeongung.or.kr/,하절기 : 09:00 ~ 19:00 (4월초~10월말) / 동절기 : 09:00 ~ 18:00 (11월초~3월말),,매주 월요일 / (월요일이 공휴일인 경우 화요일 휴관),1996.10.26,특설무대 1개/관람석 배치시 총 2000석규모,37.576125,126.98705,,1
100778,7,문화원,창동스포츠문화컴플렉스,http://culture.seoul.go.kr/data/cf/20111214143434.jpg,서울  도봉구,02-901-5216,,http://www.dobongsiseol.or.kr/index_sport.html,,,,,,37.6582937,127.0508618,,0
100800,7,문화원,양천문화원,http://culture.seoul.go.kr/data/cf/20111020163130.jpg,서울  양천구 신정동 ),02-2651-5300,02-2652-2169,http://www.양천문화원.kr/,,,,,,37.5165593,126.863274,,1
100816,11,기타,영등포구청,http://culture.seoul.go.kr/data/cf/20111020165513.jpg,서울  영등포구 당산동3가 385-1 ),02-2670-3114,02-2670-3002,http://www.ydp.go.kr,,,,,,37.526436,126.896004,,0
100760,11,기타,중랑구민체육센터,http://culture.seoul.go.kr/data/cf/20111020171542.jpg,서울  중랑구,02-3423-1070~4,,http://jungnangspo.seoul.kr,,,,,,37.6151321,127.0874625,,0
100759,11,기타,중랑구청,,서울  중랑구 신내동 ),02-2094-0114,,http://jungnang.seoul.kr/,,,,,,37.6063242,127.0925842,,0
100770,8,도서관,성북정보도서관,http://culture.seoul.go.kr/data/cf/20111020151004.gif,서울  성북구 상월곡동 24-348 ),02-962-1081,02-968-0785,http://www.sblib.seoul.kr,,,,2002.03.19,,37.6048486,127.0504258,,1
100773,11,기타,강북웰빙스포츠센터,http://culture.seoul.go.kr/data/cf/20111103140727.jpg,서울  강북구 번동 318 ),02-944-2900,02-944-2949,www.gangbukcmc.seoul.kr/group02/page03.php,행사에 따라 다름,,"법정 국.공휴일/매월 1,3주 일요일",2005.03.03,"다목적체육관 723.8㎡/종합체육관 1,458.4㎡(관중석200석)/수영장, 헬스장, 스쿼시장 등",37.6304749,127.0378273,,1
100749,1,공연장,광진구민체육센터,http://culture.seoul.go.kr/data/cf/20111020145639.jpg,서울  광진구,02-2049-4800,02-2049-4519,http://www.gwangjin.or.kr,,,,,,37.5459907,127.106919,,0
100791,7,문화원,은평문화원,,서울  은평구 녹번동 85-4 ),02-383-9300,02-383-9302,http://eunpyeong.kccf.or.kr,,,,,,37.603664,126.9278352,,0
100766,1,공연장,성북구민체육관,,서울  성북구 하월곡동 ),02-909-3497~8,02-909-3334,http://sports.gongdan.go.kr,,,,,,37.609115,127.0419,,1
100363,4,미술관,한국공예문화진흥원,http://culture.seoul.go.kr/data/cf/title_100363.jpg,서울  종로구 관훈동 182-2 ),02-733-9040~2,,http://www.kcdf.kr/,10:00 ~ 18:00,,연중무휴 (명절제외),,,37.5740425,126.9841581,,1
100023,3,박물관/기념관,김치박물관,http://culture.seoul.go.kr/data/cf/title_100023.jpg,서울  강남구 삼성동 159 ),02-6002-6456,,www.kimchimuseum.co.kr,화~일 10:00~18:00,일반 3000원초중고생 2000원유아 1000원,"월요일신정, 구정추석연휴",,,37.5129437,127.0571142,,1
100423,8,도서관,어린이도서관,http://culture.seoul.go.kr/data/cf/20111214132152.jpg,서울  종로구 사직동  사직로9길 7,02-731-2300,,http://childlib.sen.go.kr/,,,"매월 첫째, 셋째 월요일일요일을 제외한 법정공휴일(국경일)기타 관장이 필요하다고 인정하는 날",,,37.5765345,126.9678698,,1
100315,8,도서관,대조동 꿈나무 어린이 도서관,,서울  은평구 대조동 214-7 ),02-382-3959,,,,,,,,37.6141808,126.9208248,"■ 운영시간 : 월~금 (오전9시~오후7시), 토,일,공휴일 휴관",1
100249,8,도서관,송파도서관,http://culture.seoul.go.kr/data/cf/20111020155130.jpg,서울  송파구 오금동 51 ),02-404-7914~7,02-448-8790,http://splib.sen.go.kr/,,,,,,37.4999933,127.1348396,,1
100316,8,도서관,은평구립도서관,http://culture.seoul.go.kr/data/cf/20111020172652.jpg,서울  은평구 불광동 59-32 ),02-385-1671-4,02-388-9451,http://www.eplib.or.kr/,,,,,,37.6190451,126.9283998,"■ 시설현황 : 부지면적 8,600㎡(2,604평) 건축면적 5,059㎡(1,519평) ■ 열람좌석수: 900석 ■ 장서보유수 : 116,254권/점(도서 108,052권, 비도서 7,608점, 정간물 594종)",1
100510,7,문화원,프랑스문화원,http://culture.seoul.go.kr/data/cf/title_100510.jpg,서울  중구 봉래동1가 10 ),02-317-8500,,http://www.france.or.kr/,,,,,,37.5595936,126.9737305,"■ 조직구성 - 프랑스 유학, 에듀프랑스-프랑스 고등 교육 진흥원  - 미디어 도서관/ 정보센터, 클럽 및 문화 활동  - 예술과 문화   - 영화, 텔레비젼, 미디어 - 대학 협력, 도서 - 프랑스어, 프랑스어 교육 - 과학 기술  - 까페 드 프랑스",1
100402,4,미술관,문예진흥원 아르코미술관,http://culture.seoul.go.kr/data/cf/title_100402.jpg,서울  종로구 동숭동 1-130 ),02-760-4500,,http://www.arkoartcenter.or.kr/,11:00~20:00,일반 2000원 청소년 1000원,"월요일, 설, 추석",,,37.5805409,127.0032407,,1
100258,7,문화원,잠실종합운동장,http://culture.seoul.go.kr/data/cf/title_100258.jpg,서울  송파구 잠실동 10 ),02-2240-8801,,http://stadium.seoul.go.kr/guidance/guide_01.html,,,,,,37.5148022,127.0736261,,1
100779,7,문화원,도봉문화원,http://culture.seoul.go.kr/data/cf/20111101132327.jpg,서울  도봉구 창동 303 ),02-905-4026,02-908-6020,www.dobong.or.kr,,,,1994.08.20,,37.654047,127.03833,,1
100426,3,박물관/기념관,부엉이 박물관,http://culture.seoul.go.kr/data/cf/title_100426.jpg,서울  종로구 삼청동 27-21 ),02-3210-2902,,www.owlmuseum.co.kr,10:00~19:00,5000원,"매주 월요일, 화요일",,,37.587076,126.9829594,,1
100012,1,공연장,CMG섬유센터 이벤트홀,http://culture.seoul.go.kr/data/cf/title_100012.jpg,서울  강남구 대치동 944-31  ),02-528-4098~9,,http://www.culturem.com/event/index.php?mode=info_photo_list&menuflag=2,,,,,,37.5076895,127.0603667,,1
100671,1,공연장,우리금융아트홀,http://culture.seoul.go.kr/data/cf/title_100671.bmp,서울  송파구,410-1531,,http://www.olympicpark.co.kr/,10:00-22:30,공연에 따라 다름,,,,37.5168685,127.1250335,,1
100182,8,도서관,서대문도서관,http://culture.seoul.go.kr/data/cf/20111020173158.jpg,서울  서대문구 연희동 1-116 ),02-396-3158~9,02-396-4756,http://sdmlib.sen.go.kr/,,,,,,37.5834154,126.9408496,,0
100548,11,기타,남산골 한옥마을,http://culture.seoul.go.kr/data/cf/20111103141457.jpg,서울  중구 필동2가 84-1 ),02-2264-4412 / 02-2266-6923,02-2264-4414 / 02-2274-0236,http://hanokmaeul.seoul.go.kr,4월 ~ 10월 : 09:00 ~ 21:00 / 11월 ~ 3월 : 09:00 ~ 20:00,,매주 화요일,1998.04.18,,37.5591447,126.9936826,,0
100269,7,문화원,목동아이스링크,http://culture.seoul.go.kr/data/cf/title_100269.jpg,서울  양천구 목동  안양천로 939,02-2643-3057,,http://www.mdicerink.co.kr,,"초등이하 2,500원중·고등생 3,000원대학생·일반 3,500원",연중무휴,,,37.530796,126.879267,,1
100515,1,공연장,남산예술센터드라마센터(구 동랑예술센터),http://culture.seoul.go.kr/data/cf/20111101134320.jpg,서울  중구 예장동 8-19 ),02-778-0621,02-778-9737,http://www.nsartscenter.or.kr/,공연에 따라 다름,,공연에 따라 다름,1962.04.12,476,37.5586795,126.9882338,현대연극 중심의 제작극장으로서 자체제작 및 공동제작 공연으로 프로그램을 운영하고 있으며 외부 대관을 하지 않음,1
100843,11,기타,강동구청,http://culture.seoul.go.kr/data/cf/20101118162841.jpg,서울  강동구 성내동 540    ),1577-1188,02-475-7982,http://www.gangdong.go.kr/,,,,,,37.530126,127.1237708,,0
100871,11,기타,이문체육문화센터,http://culture.seoul.go.kr/data/cf/20111031092907.jpg,서울  동대문구 이문동 189  ),02-963-0534~7,02-963-0539,http://www.dfmc.kr/course/gym/imun.asp,평일:06:00~22:00 / 토:06:00~18:00 / 일:09:00~18:00,,셋째주 일요일 (2012년부터는 넷째주 일요일),2005. 10,,37.6022699,127.068762,,1
100854,6,문화예술회관,광화문아트홀,http://culture.seoul.go.kr/data/cf/20110120110435.jpg,서울  종로구 인왕산로1길 21,02-722-3416,02-2232-7955,http://www.ghmarthall.co.kr,,,,,,37.5746022,126.964713,,0
100860,6,문화예술회관,관악문화관,http://culture.seoul.go.kr/data/cf/20110120143225.jpg,서울  관악구 신림동 151-858  ),02-887-6890,02-887-6893,http://www.gwanakcullib.seoul.kr/,09:00 ~ 19:00,,,,,37.4679596,126.94475,,0
100861,6,문화예술회관,용산아트홀,http://culture.seoul.go.kr/data/cf/20111101130954.jpg,서울  용산구 이태원동 ),02-2199-7260,02-2199-8394,http://art.yongsan.go.kr,공연에 따라 다름,,매주 월요일,2010.07.01,공연장 2개/대극장 총 787석 규모/소극장 총 304석 규모,37.532831,126.9896162,,1
100864,1,공연장,서울숲공원 야외공연장,http://culture.seoul.go.kr/data/cf/20110303213832.JPG,서울  성동구 성수동1가 685-306  ),460-2905,,http://parks.seoul.go.kr/template/default.jsp?park_id=seoulforest,행사별로 정함,행사별로 정함,없음,2005.6.18,잔디마당으로 고정된 객석없음,37.543684,127.040912,,0
100882,3,박물관/기념관,서울상상나라,http://culture.seoul.go.kr/data/cf/20160325075550.jpg,서울  광진구 능동로 216,02-6450-9500,02-6450-9540,www.seoulchildrensmuseum.org,오전 10시 ~ 오후 6시 (입장마감 오후 4시),36개월 이상 4천원,"매주 월요일, 1월 1일, 설날·추석연휴, 보수기간",2013년 05월 02일,,37.55055,127.077569,"36개월 미만, 국민기초수급생활자 및 자녀, 한부모가족, 장애인 및 동반성인 1인, 만 65세 이상, 서울시 다둥이 행복카드 소지자 중 세 자녀 이상 가족, 국가유공자/독립유공자 본인과 배우자 및 자녀 무료 (각각 해당 증빙서류 및 신분증 제시 시 무료입장권 발급)",1
100698,4,미술관,국립현대미술관,http://culture.seoul.go.kr/data/cf/20111208093953.jpg,"서울  중구 정동  세종대로 99, 덕수궁미술관",02-2022-0600,02-2022-0644,http://www.moca.go.kr,화~목 : 오전 9시~오후 7시  금~일 : 오전 9시~오후 8시30분,,매주 월요일,,,37.5658456,126.9737396,,0
100887,1,공연장,꿈의숲아트센터,http://culture.seoul.go.kr/data/cf/20150616153325.JPG,서울  강북구 월계로 173,02-2289-5401,02-2289-5410,http://www.dfac.or.kr,,,매주 월요일,2009.10.1,"콘서트홀(301석), 퍼포먼스홀(283석)",37.621296,127.038618,,1
100858,6,문화예술회관,영등포아트홀,http://culture.seoul.go.kr/data/cf/20110120141654.jpg,서울  영등포구 당산동3가 ),02-2670-4080,02-2068-9496,http://arthall.ydp.go.kr,,,,,,37.5262451,126.9001286,,1
100875,8,도서관,수유문화정보센터,http://culture.seoul.go.kr/data/cf/20111103131035.jpg,서울  강북구 수유동 605-412 ),02-944-3170,02-944-3179,http://www.gangbuklib.seoul.kr/suyu/com/,,,"첫째, 셋째 휴관일",2010.08.11,,37.630129,127.017543,,1
100154,3,박물관/기념관,세종대왕기념관,http://culture.seoul.go.kr/data/cf/title_100154.jpg,서울  동대문구 청량리동 1-157 ),02-969-8851,,www.sejongkorea.org,09:00 ~ 18:00,"대인 1,800원/ 소인 1,200원","매주 월요일, 설날, 추석, 신정",,,37.5908164,127.0435894,,1
100022,8,도서관,강남도서관,http://culture.seoul.go.kr/data/cf/title_100022.gif,서울  강남구 삼성동 28  ),02-3448-4741~5,,http://gnlib.sen.go.kr/,,,"매월 첫째· 셋째 수요일 , 법정공휴일(일요일을 제외한 관공서 공휴일)",,,37.5137356,127.0469916,"■ 외곽시설 - 대 지 1,079.1㎡ (327평), - 건 물 1,558.1㎡ (427평) ■ 형 태 - 5층(지하1층~지상 4층) 콘트리트 건물 ■ 총좌석수 : 327석",1
100075,8,도서관,강북문화정보센터,http://culture.seoul.go.kr/data/cf/20111103135930.jpg,서울  강북구 번동 27-108 ),02-944-3100,02-944-3139,http://www.gangbuklib.seoul.kr/gangbuk/com/,공연에 따라 다름,,"둘째, 넷째 월요일",2001.06.05,"공연장1개, 152석",37.6251737,127.036125,,1
100206,4,미술관,예술의 전당 한가람미술관,http://culture.seoul.go.kr/data/cf/title_100206.jpg,서울  서초구 서초동 700 ),02)580-1300,,http://www.sac.or.kr,3월~10월 11:00~20:0011월~2월 11:00~19:00,매전시마다 다름,매월 마지막주월요일,,,37.4803258,127.0141302,,1
100355,4,미술관,인사아트센터,http://culture.seoul.go.kr/data/cf/title_100355.jpg,서울  종로구 관훈동 188 ),02-736-1020,,http://www.insaartcenter.com/,10:00 ~19:00,,연중무휴,,,37.5740008,126.9846706,,1
100543,4,미술관,조선일보미술관,http://culture.seoul.go.kr/data/cf/title_100543.jpg,서울  중구 태평로1가 61-28 ),02-724-6322,,http://gallery.chosun.com/,10:00 ~ 18:00,무료(특별전시전은 제외),전시준비기간 및 기타 미술관 사정에 따라 달라질수 있음,,,37.5679682,126.9751842,,0
100063,4,미술관,카이스갤러리,http://culture.seoul.go.kr/data/cf/title_100063.jpg,서울  강남구 청담동 99-5 ),02-511-0668,,http://www.caisart.com/,10:00 ~ 18:00,,"일요일, 공휴일 (전시기간 무휴)",,,37.5285429,127.0350311,,1
100197,1,공연장,예술의 전당 자유소극장,http://culture.seoul.go.kr/data/cf/title_100197.jpg,서울  서초구 서초동 700 ),02)580-1300,,www.sac.or.kr,,,,,,37.4789778,127.0139025,,1
100104,6,문화예술회관,어린이회관,http://culture.seoul.go.kr/data/cf/title_100104.jpg,서울  광진구 능동 18-11,02-2204-6028,,http://www.yookyoung.org/,3월 ~ 10월 09:30 ~ 17:3011월 ~ 2월 09:30 ~ 16:30,"어른: 1,000 원중고생: 700원어린이: 500원단체할인: 20% 할인무료관람: 6세 이하, 65세 이상",,,,37.5469995,127.0781746,,1
100416,1,공연장,판타지움,http://culture.seoul.go.kr/data/cf/title_100416.jpg,서울  종로구 명륜2가 41-9 ),02-6273-1000,,,,,,,,37.5833998,126.9998563,,1
100299,3,박물관/기념관,숙명여자대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100299.jpg,서울  용산구 청파동2가 52 ),02-710-9133,,http://museum.sookmyung.ac.kr,"월~토 오전10시~오후5시 (일요일, 공휴일은 휴관)",무료,"일요일, 공휴일",,,37.5448733,126.9641095,,0
100536,3,박물관/기념관,이화여고 100주년기념관,http://culture.seoul.go.kr/data/cf/title_100536.gif,서울  중구,02)777-4257~8,,www.ewha.hs.kr,,,,,,37.5662346,126.9706692,,1
100414,1,공연장,예술극장 <나무와 물>,http://culture.seoul.go.kr/data/cf/title_100414.jpg,서울  종로구 명륜2가 8-1 ),02-745-2124,,,,,,,,37.5848997,127.0003713,"● 무대면적 약 16평 (7M × 8.5M), 덧마루 구비  ● 객 석 반ㄷ(디귿)자 형 객석 정 좌석 164석 보조석 20석  ● 분장실  무대 좌우측 2개소, 총 7개 메이크 업 파우더, 탈의실 개인 락커 구비  ● 로 비  3.2평 (커피자판기, 관객대기의자, 나무와물 인테리어) ● 사무실 및 리딩룸  10.5평 (리딩룸 독립공간)  ● 화장실  남녀공용 1개소, 냉온수 샤워시설 구비",1
100060,4,미술관,박영덕화랑,http://culture.seoul.go.kr/data/cf/title_100060.jpg,서울  강남구 청담동 81-10 ),02-544-8481,,http://www.galeriebhak.com/,10:00~18:00(월~금) 10:30~17:00(주말),무료 (특별전 제외),특별전시 : 주말개관,,,37.525766,127.044952,,0
100304,4,미술관,삼성미술관 Leeum,http://culture.seoul.go.kr/data/cf/title_100304.jpg,서울  용산구 한남동 747-18 ),02-2014-6901,,http://leeum.samsungfoundation.org/,10:30~18:00,일반 10000원청소년 6000원,월요일,,,37.5380703,126.9993406,,1
100132,1,공연장,롯데시네마 노원,http://culture.seoul.go.kr/data/cf/title_100132.jpg,서울  노원구 상계동 713 ),1644-8855,,http://www.lottecinema.co.kr/LHS/LHFS/Global/Main/Index.aspx,,,,,,37.6551726,127.060997,,1
100129,8,도서관,노원정보도서관,http://culture.seoul.go.kr/data/cf/title_100129.gif,서울  노원구 상계동 686 ),02-950-0050,02-950-0059,http://www.nowonlib.seoul.kr/,,,"정기휴관일 : 1,3주 월요일, 임시휴관일 : 일요일 제외한 법정공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 이외에 장서점검 및 보수 공사 등 관장이 필요하다고 인정할 경우",,,37.661111,127.0650744,,0
100319,3,박물관/기념관,한상수자수박물관,http://culture.seoul.go.kr/data/cf/title_100319.jpg,서울  종로구 가회동 11-32 ),02-744-1545,,없음,10:00~18:00,일반 3000원학생 2000원,월요일,,,37.5827892,126.9856418,,1
100425,8,도서관,한국사회과학도서관,http://culture.seoul.go.kr/data/cf/title_100425.jpg,서울  종로구 사직동 304-28 ),02-767-9514,,http://www.kossda.or.kr/w11_01a.asp,,,,,,37.573532,126.96442,"■ 대지 704평, 연건평 1,038평(지상5층, 지하1층)",1
100464,8,도서관,LG상남도서관,http://culture.seoul.go.kr/data/cf/20111202100918.jpg,서울  종로구 원서동  창덕궁 1길 18,02-708-3700,02-708-3718,http://www.lg.or.kr,월요일~금요일 09:00~18:00까지 이용,,"토/일요일, 공휴일이나 도서관이 지정하는 날에는 휴관",,,37.5797353,126.98848,"■ 이용시설 정보검색 전용 멀티미디어 PC 14대로 도서관 정보 및 CD-ROM(40여종), 인터넷 이용 학술 비디오를 영상자료실 및 시청각 세미나실에서 개인 또는 단체로 시청 시청각 세미나실에서 학술행사 등 진행",0
100813,8,도서관,금천구립정보도서관,http://culture.seoul.go.kr/data/cf/20111021114144.JPG,서울  금천구,02-863-9544~6,02-863-9548,http://geumcheonlib.seoul.kr,,,"매월 첫번째, 세번째 월요일, 법정 공휴일",,,37.4734953,126.8921364,,0
100877,6,문화예술회관,북촌 서울무형문화재 교육전시장,http://culture.seoul.go.kr/data/cf/20111103141830.jpg,서울  종로구 재동 53-1 ),02-747-0303,02-747-0302,www.seoulmaster.co.kr,오전 11시 ~ 오후 5시,,매주 월요일,2005.09.01,시연실 1개 : 매일 1~4종목 시연 / 교육실 1개 : 매일 1종목 전수교육 / 전시실 1개 : 매월 2종목 상설전시,37.5769527,126.9911313,,1
100443,7,문화원,영국문화원,http://culture.seoul.go.kr/data/cf/title_100443.jpg,서울  종로구 신문로1가 226 ),02-3702-0600,,http://www.britishcouncil.org/,,,공휴일,,,37.5696296,126.9721884,,1
100139,8,도서관,도봉도서관,http://culture.seoul.go.kr/data/cf/20111021152116.JPG,서울  도봉구 쌍문동 422-163 ),02-6714-7400,02-991-3674,http://dblib.sen.go.kr/,,,,,,37.652815,127.012963,"■ 중학생 이상 누구나 자료의 열람 및 대출이 가능합니다. 대출된 자료를 예약할 수 있습니다. 도서관 자료의 복사가 가능합니다. 청소년 권장도서 목록을 게시하고 있습니다.",1
100480,4,미술관,갤러리 인,http://culture.seoul.go.kr/data/cf/title_100480.jpg,서울  종로구 팔판동 141 ),02-732-4677~8,02-732-4679,http://www.galleryihn.com/,10:30 ~ 18:30(월~토) 10:30 ~ 18:00 (일),무료,전시기간 중 무휴,,,37.5816953,126.9804329,,0
100001,8,도서관,개포도서관,http://culture.seoul.go.kr/data/cf/title_100001.gif,서울  강남구 개포동  선릉로4길 30,02-3462-1989,02-3462-1970,http://gplib.sen.go.kr/,절기에 따라 다름,유료,"매월 둘째, 넷째 목요일 , 법정공휴일, 임시휴관일",,,37.4829604,127.063769,"■ 대지 : 10,000㎡ (3,025평) ■ 건물 : 2,377㎡(719평)의 지하1층 지상 2층 건물",1
100065,8,도서관,고덕평생학습관,http://culture.seoul.go.kr/data/cf/title_100065.gif,서울  강동구 고덕동 296 ),02-427-2029,02-428-6312,http://gdllc.sen.go.kr/,,,,,,37.5561464,127.1579849,"■ 대 지: 9,696㎡ ■ 건 물: 2,964㎡",1
100185,8,도서관,이진아기념도서관,http://culture.seoul.go.kr/data/cf/title_100185.jpg,서울  서대문구 현저동 101 ),02-360-8600~3,,http://www.sdmljalib.or.kr/,,,,,,37.5730503,126.9555345,,1
100037,4,미술관,표갤러리,http://culture.seoul.go.kr/data/cf/title_100037.jpg,서울  용산구 이태원동 258-79 ),02-543-7337,,http://www.pyoart.com/,09:30 ~ 19:00,,일요일 * 전시있을 경우 (10:00 ~ 18:00),,,37.5413722,126.9961829,"■ 기    타 : 7~8월, 1~2월 상설전시",1
100419,4,미술관,환기미술관,http://culture.seoul.go.kr/data/cf/title_100419.jpg,서울  종로구 부암동 210-8 ),02-391-7701,,http://whankimuseum.org/,10:00~18:00,일반 3000원학생 2000원,"월요일설날, 추석연휴",,,37.5940981,126.9661218,,1
100478,4,미술관,대림미술관,http://culture.seoul.go.kr/data/cf/title_100478.jpg,서울  종로구 통의동 35-1 ),02-720-0667,,http://www.daelimmuseum.org/,10:00~18:00,"일반 4000원초,중고생 2000원","월요일, 추석신정, 구정당일",,,37.5775335,126.9733591,,1
100428,4,미술관,아트센터 나비,http://culture.seoul.go.kr/data/cf/20111214113320.jpg,"서울  종로구 서린동  종로 26, SK 본사빌딩 4층",02-2121-0912,,http://www.nabi.or.kr/,월~금 10:00~18:00,유료,"토,일요일공휴일",,,37.5698077,126.9804918,,0
100150,3,박물관/기념관,서울약령시한의약박물관,http://culture.seoul.go.kr/data/cf/title_100150.jpg,서울  동대문구 용두동 787 ),02-3299-4900~3,,http://museum.ddm.go.kr/,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,"1월1일설날,추석",,,37.5777688,127.0377656,,0
100501,3,박물관/기념관,세계장신구 박물관 (World Jewellery Museum),http://culture.seoul.go.kr/data/cf/title_100501.jpg,서울  종로구 화동 75-3 ),02-730-1610,,www.wjmuseum.com,10:00~19:00,일반 5000원학생 3000원,월요일,,,37.5809998,126.9818207,,1
100379,1,공연장,갈갈이홀,http://culture.seoul.go.kr/data/cf/title_100379.jpg,서울  종로구 동숭동 1-100 ),02-741-1011,02-741-0711,http://www.ggfamily.co.kr,,,수요일,,,37.5810002,127.0035186,,1
100438,4,미술관,아트선재센터,http://culture.seoul.go.kr/data/cf/title_100438.jpg,서울  종로구 소격동 144-2 ),02-733-8945,,http://www.artsonje.org/,11:00~19:00,일반 3000원학생 1500원,월요일,,,37.579475,126.9818375,,1
100358,4,미술관,토포하우스,http://culture.seoul.go.kr/data/cf/title_100358.jpg,서울  종로구 관훈동 184 ),02-722-9883,,,11:00 ~ 18:30,무료,전시시 무휴,,,37.574083,126.984313,,0
100175,4,미술관,쌈지스페이스,http://culture.seoul.go.kr/data/cf/title_100175.jpg,서울  마포구 창전동 5-129 ),02-3142-1695,02-338-4237,,평  일 11:00 ~ 19:00금요일 11:00 ~ 20:00,,,,,37.5538858,126.9296571,,1
