교육청,소재구,학교명,홈페이지 주소,설립,남녀,우편번호,주소,전화번호, 1학년 학급수, 2학년 학급수, 3학년 학급수, 특수학급 수, 1학년 학생수 계, 1학년 여 학생수, 2학년 학생수 계, 2학년 여 학생수, 3학년 학생수 계, 3학년 여 학생수, 학급당 평균학생수, 정규 교원수 계, 정규 여 교원수, 기간제 교원수 계, 기간제 여 교원수, 직원수 계, 여 직원수," 보통
교실수",
북부,도봉구,신도봉중학교,http://www.sindobong.ms.kr, 공립, 공학, 132-864,서울특별시 도봉구 도봉로115길 16, 02-992-3462,8,8,8,1,248,103,266,112,250,98,30.6,42,31,8,5,5,3,27,
북부,도봉구,신방학중학교,http://www.sbh.ms.kr, 공립, 공학, 132-830,서울특별시 도봉구 시루봉로 156, 02-956-8235,9,9,9, - ,238,103,294,123,281,116,30.1,45,29,8,6,3,1,35,
북부,노원구,신상중학교,http://www.sinsang.ms.kr, 공립, 공학, 139-943,서울특별시 노원구 동일로216길 42, 02-932-0595,6,7,6, - ,192,92,227,117,199,91,32.5,32,23,4,4,5,2,23,
북부,노원구,신창중학교,http://www.sc.ms.kr, 공립, 공학, 139-852,서울 노원구 월계로45길 92, 02-904-4206,5,7,5,1,146,79,210,121,169,106,29.2,31,20,7,4,5,2,19,
북부,노원구,온곡중학교,http://www.ongok.ms.kr, 공립, 공학, 139-825,서울특별시 노원구 노원로 492, 02-934-8908,8,10,10, - ,260,135,342,161,320,155,32.9,49,25,1,1,4,3,29,
북부,노원구,월계중학교,http://www.iwolgye.ms.kr, 공립, 공학, 139-848,서울특별시 노원구 월계로45가길 54, 02-993-3115,6,6,5,2,181,99,187,116,152,80,27.4,31,22,7,6,4,1,21,
북부,노원구,을지중학교,www.eulji.ms.kr, 공립, 공학, 139-860,서울특별시 노원구 덕릉로 580, 02-938-7083,8,8,8, - ,286,129,292,132,282,135,35.8,39,24,7,7,4,1,28,
북부,노원구,중계중학교,http://www.junggye.ms.kr, 공립, 공학, 139-859,서울특별시 노원구 덕릉로76길 23, 02-932-2545,10,12,12,1,349,153,431,203,422,195,34.3,59,43,7,5,4,2,35,
북부,노원구,중원중학교,http://www.joongwon.ms.kr, 공립, 공학, 139-865,서울특별시 노원구 공릉로 420, 02-971-2788,10,11,10,2,311,158,378,184,321,142,30.6,54,41,6,5,4,2,33,
북부,노원구,중평중학교,http://jungpyong.ms.kr/, 공립, 공학, 139-873,서울특별시 노원구 동일로203길 87, 02-975-6112,10,11,13,1,342,172,396,190,458,220,34.2,59,41,7,7,4,1,37,
북부,도봉구,창동중학교,http://www.changdong.ms.kr, 공립, 공학, 132-854,서울특별시 도봉구 방학로 32, 02-2289-6600,11,12,11,2,314,149,368,190,356,158,28.8,59,41,3,2,4,1,36,
북부,도봉구,창북중학교,http://www.changbook.ms.kr, 공립, 공학, 132-925,서울특별시 도봉구 노해로62길 33, 070-8230-5104,8,10,11, - ,253,116,332,163,350,171,32.2,49,35,13,10,4,2,30,
북부,도봉구,창일중학교,http://www.changil.ms.kr, 공립, 공학, 132-911,서울특별시 도봉구 노해로66길 60, 02-994-5934,10,11,10, - ,318,154,367,178,344,167,33.2,53,40,10,8,5,2,34,
북부,노원구,태랑중학교,http://www.taerang.ms.kr, 공립, 공학, 139-800,"서울특별시 노원구 화랑로51나길 51 , 태랑중학교", 02-973-1355,9,9,8,1,269,129,320,167,293,127,32.7,46,36,3,1,4,2,26,
북부,노원구,하계중학교,http://www.hagye.ms.kr, 공립, 공학, 139-230,서울 노원구 노원로 261-8, 02-3399-0200,13,14,14,2,442,189,503,228,459,196,32.7,71,49,8,5,4,1,45,
북부,노원구,한천중학교,http://www.hancheon.ms.kr, 공립, 공학, 139-804,서울특별시 노원구 공릉로 265, 02-948-5554,10,11,10,2,321,158,376,163,346,185,31.6,52,38,8,7,5,2,35,
북부,도봉구,효문중학교,http://www.hyomun.ms.kr, 공립, 공학, 132-887,서울특별시 도봉구 우이천로 432, 02-999-1785,6,6,6, - ,195,95,202,100,212,115,33.8,30,16,5,4,5,3,23,
북부,노원구,광운중학교,http://www.kwangwoon.ms.kr, 사립, 남자, 139-875,서울특별시 노원구 광운로1길 24, 02-942-2372,7,8,8, - ,178, - ,221, - ,226, - ,27.2,40,13,4,3,4,1,23,
북부,노원구,상명중학교,http://www.sangmyung.ms.kr, 사립, 공학, 139-725,서울특별시 노원구 덕릉로 553, 02-971-9211,10,9,9, - ,305,131,324,148,320,158,33.9,43,24,7,3,5,1,28,
북부,도봉구,선덕중학교,http://www.sunduck.ms.kr, 사립, 공학, 132-715,"서울특별시 도봉구 시루봉로 53,", 02-993-4112,9,9,10, - ,279,106,317,124,325,114,32.9,40,23,9,5,5,1,32,
북부,노원구,염광중학교,http://www.yumkwang.ms.kr, 사립, 공학, 139-724,서울특별시 노원구 월계로45가길 9, 02-906-8881,7,6,7, - ,201,105,186,102,233,155,31,34,20,5,5,4, - ,30,
북부,노원구,재현중학교,www.jaehyun.ms.kr, 사립, 공학, 139-928,서울특별시 노원구 덕릉로82길 64, 02-932-4815,9,9,10, - ,253,123,308,141,337,165,32.1,45,17,6,3,4,2,30,
북부,도봉구,정의여자중학교,http://www.jeongui.ms.kr, 사립, 여자, 132-716,서울특별시 도봉구 노해로49길 69, 02-3499-5305,7,6,7, - ,174,174,194,194,219,219,29.4,33,22,5, - ,4,2,23,
북부,노원구,청원중학교,http://cheongwon.ms.kr, 사립, 공학, 139-822,"서울특별시 노원구 한글비석로 506 , 청원중학교", 02-3399-7878,7,8,8, - ,238,109,280,134,275,124,34.5,36,22,6,4,3,1,27,
중부,종로구,서울대학교사범대학부설여자중학교,http://snu-g.ms.kr, 국립, 여자, 110-810,서울특별시 종로구 대학로 64, 02-762-5252,8,8,8,1,199,199,259,259,233,233,27.6,47,34,9,7,4,1,34,
중부,중구,금호여자중학교,http://www.kum-ho.ms.kr, 공립, 여자, 100-450,서울특별시 중구 청구로 6, 070-4050-5633,6,6,5,2,146,146,185,185,159,159,25.8,33,29,7,5,2,1,19,
중부,중구,덕수중학교,http://www.ducksu.ms.kr, 공립, 공학, 100-282,서울 중구 마른내로9길 10, 02-2265-9626,4,5,5,2,96,63,108,60,137,87,21.3,30,20,2,1,4,2,20,
중부,용산구,선린중학교,http://www.sunrin.ms.kr, 공립, 공학, 140-133,서울특별시 용산구 원효로97길 33-4, 02-713-6214,9,10,9,2,250,100,316,134,292,126,28.6,52,43,3,1,4,1,29,
중부,용산구,용강중학교,http://www.yonggang.ms.kr, 공립, 공학, 140-906,서울특별시 용산구 이촌로65가길 91, 02-795-6176,10,10,10,1,299,148,330,157,324,160,30.7,54,44,7,6,5,2,31,
중부,용산구,용산중학교,http://www.yong-san.ms.kr, 공립, 남자, 140-833,서울특별시 용산구 두텁바위로 74, 070-4000-3882,6,6,6,2,165, - ,174, - ,195, - ,26.7,33,26,4,1,5,1,22,
중부,중구,장원중학교,http://www.jangwon.ms.kr, 공립, 공학, 100-835,서울특별시 중구 동호로15길 93-34, 02-2238-1181,4,5,5,2,96,96,142,142,132,132,23.1,31,22,3,2,4,1,23,
중부,중구,창덕여자중학교,http://www.changdeok.ms.kr, 공립, 여자, 100-120,서울특별시 중구 정동길 22, 070-4325-4404,4,4,4,2,85,85,108,108,107,107,21.4,24,19,3,2,3, - ,14,
중부,종로구,청운중학교,http://www.cheong-un.ms.kr, 공립, 남자, 110-030,서울특별시 종로구 창의문로 51, 02-737-0582,7,8,8,1,197, - ,240, - ,232, - ,27.9,42,29,6,4,4,1,23,
중부,용산구,한강중학교,http://www.hangang.ms.kr, 공립, 공학, 140-240,서울특별시 용산구 녹사평대로 73, 02-794-1791,6,6,6,2,166,136,176,141,193,159,26.8,36,30,4,3,3,1,22,
중부,종로구,경신중학교,http://www.ksms.ms.kr, 사립, 남자, 110-530,서울특별시 종로구 혜화로 74, 02-762-0313,4,4,5, - ,112, - ,129, - ,152, - ,30.2,23,7,4,4,4, - ,13,
중부,중구,대경중학교,http://www.daekyeong.ms.kr, 사립, 남자, 100-826,서울특별시 중구 매봉18길 111, 02-2235-5158,7,7,7, - ,148, - ,193, - ,156, - ,23.7,36,14,2,2,4,1, - ,
중부,종로구,대신중학교,http://www.dae-shin.ms.kr, 사립, 남자, 110-091,서울특별시 종로구 사직로 9, 02-736-0317,5,6,6, - ,161, - ,176, - ,163, - ,29.4,23,9,10,7,4,3,18,
중부,종로구,덕성여자중학교,http://duksung.ms.kr, 사립, 여자, 110-180,서울특별시 종로구 율곡로3길 49, 02-733-4807,4,4,4, - ,87,87,87,87,100,100,22.8,22,13,2,1,4,1,20,
중부,종로구,동성중학교,http://sds.ms.kr, 사립, 남자, 110-530,서울특별시 종로구 대학로 156, 02-3671-9196,7,7,7, - ,166, - ,182, - ,184, - ,25.3,34,6,4,2,4, - ,24,
중부,용산구,배문중학교,http://www.baemoon.ms.kr, 사립, 남자, 140-830,서울특별시 용산구 효창원로 258, 02-3480-7285,6,6,6, - ,196, - ,189, - ,192, - ,32.1,29,7,4,3,4, - ,3,
중부,종로구,배화여자중학교,http://www.paiwha.ms.kr, 사립, 여자, 110-735,서울특별시 종로구 필운대로1길 34 배화여자중학교, 02-725-6451,6,6,6, - ,172,172,194,194,199,199,31.4,31,17,3,2,4,1,23,
중부,용산구,보성여자중학교,www.bosung-g.ms.kr, 사립, 여자, 140-833,서울특별시 용산구 신흥로3가길 66, 070-400-0717,6,6,6, - ,150,150,154,154,182,182,27,32,19,2,1,4,2,18,
중부,종로구,상명대학교사범대학부속여자중학교,http://www.sangmyung-agm.ms.kr, 사립, 여자, 110-020,"서울특별시 종로구 홍지문2길 20 , 상명대학교사범대학부속여자중학교", 02-396-6300,4,5,5, - ,136,136,139,139,147,147,30.1,24,12,4,4,4,1,14,
중부,용산구,성심여자중학교,http://sacredheart.ms.kr/, 사립, 여자, 140-850,"서울특별시 용산구 원효로19길 49 , 성심여자중학교", 02-3273-4135,4,4,4, - ,121,121,126,126,129,129,31.3,22,18,3,3,4,1,15,
중부,용산구,신광여자중학교,http://www.shinkwang.ms.kr, 사립, 여자, 140-133,서울특별시 용산구 청파로 263, 02-710-6990,5,5,5, - ,135,135,116,116,146,146,26.5,25,15,2,2,4,3,17,
중부,용산구,오산중학교,http://www.os.ms.kr, 사립, 남자, 140-823,서울특별시 용산구 보광로7길 17, 02-799-9602,7,7,7, - ,170, - ,219, - ,205, - ,28.3,34,7,5,3,4,2,21,
중부,중구,장충중학교,http://www.jangchung.ms.kr, 사립, 남자, 100-835,서울특별시 중구 동호로15길 93, 070-8686-7052,4,5,5, - ,110, - ,157, - ,123, - ,27.9,20,4,6,4,4,1,15,
중부,종로구,중앙중학교,http://www.choongang.ms.kr, 사립, 공학, 110-800,서울특별시 종로구 창덕궁길 164, 02-742-1323,5,5,5, - ,95,26,127,43,132,42,23.6,24,7,7,4,4,1,15,
중부,중구,한양중학교,http://www.hanyang.ms.kr, 사립, 남자, 100-450,서울특별시 중구 을지로 299길, 02-2234-4725,4,4,4, - ,103, - ,106, - ,104, - ,26.1,16,5,7,6,4,3,15,
중부,중구,환일중학교,http://www.hwanil.ms.kr, 사립, 남자, 100-372,"서울특별시 중구 환일길 47 , 환일중고등학교", 02-390-7203,4,4,4, - ,76, - ,82, - ,101, - ,21.6,20,8,1,1,4,1,12,
강동송파,송파구,가락중학교,http://www.karak.ms.kr, 공립, 공학, 138-854,서울특별시 송파구 송이로 45, 02-2143-3101,9,11,12,1,260,78,357,120,411,122,31.2,58,46,6,5,5,3,38,
강동송파,송파구,가원중학교,www.gawon.ms.kr, 공립, 공학, 138-160,서울특별시 송파구 중대로10길 40-18, 02-409-2179,7,9,9,2,230,112,268,131,264,114,28.2,46,37,4,2,4,3,29,
강동송파,강동구,강동중학교,http://www.gang-dong.ms.kr, 공립, 공학, 134-100,서울특별시 강동구 풍산로 237, 02-481-1503,7,7,7,2,206,95,226,111,203,101,27.6,38,31,6,2,4,3,23,
강동송파,강동구,강명중학교,http://www.gangmyoung.ms.k, 공립, 공학, 134-100,서울특별시 강동구 상일로12길 56, 02-440-3200,6,8,7,1,178,86,209,105,198,112,26.6,37,26,9,8,4,1,23,
강동송파,강동구,강일중학교,http://www.kangil.ms.kr, 공립, 공학, 134-853,서울특별시 강동구 고덕로27길 12, 02-441-4651,7,8,8,1,211,82,270,115,265,114,31.1,42,31,3,3,4,1,26,
강동송파,송파구,거원중학교,http://www.geowon.ms.kr, 공립, 공학, 138-815,서울특별시 송파구 양산로2길 30, 02-405-4211,7,7,8, - ,232,131,246,157,244,132,32.8,40,35,5,4,4,2,26,
강동송파,강동구,고덕중학교,http://www.godeok.ms.kr, 공립, 공학, 134-803,서울 강동구 동남로82길 94, 02-2045-6000,7,8,8,1,191,99,258,96,249,93,29.1,42,27,8,4,4, - ,23,
강동송파,강동구,둔촌중학교,http://doonchon.ms.kr, 공립, 공학, 134-864,"서울특별시 강동구 진황도로 61 , 25-30", 02-474-2754,6,7,8,2,157,77,195,94,237,137,25.6,41,32,5,5,4,1,34,
강동송파,강동구,명일중학교,http://www.myungil.ms.kr, 공립, 공학, 134-805,서울특별시 강동구 양재대로156길 57, 070-8650-5810,8,10,10,3,265,97,317,160,314,147,28.9,52,39,9,9,4,2,38,
강동송파,송파구,문정중학교,http://www.munjeong.ms.kr, 공립, 공학, 138-824,서울특별시 송파구 문정로 73, 02-448-6348,9,10,10,1,268,127,286,137,315,165,29,52,38,8,6,5,4,33,
강동송파,송파구,문현중학교,http://www.munhyeon.ms.kr/, 공립, 공학, 138-923,서울특별시 송파구 충민로 99, 02-407-4095,9,9,9,1,269,135,288,145,258,132,29.1,50,42,5,4,4,2,27,
강동송파,송파구,방산중학교,http://www.bangsan.ms.kr, 공립, 공학, 138-836,서울특별시 송파구 오금로29길 31, 02-415-7630,6,9,8,1,202,98,283,138,261,118,31.1,41,32,5,4,4,1,26,
강동송파,송파구,방이중학교,http://www.bangi.ms.kr, 공립, 공학, 138-828,서울특별시 송파구 오금로11길 64, 02-2152-7101,8,8,9,1,213,75,247,94,281,109,28.5,45,32,4,4,4,2,31,
강동송파,송파구,서울체육중학교,http://www.cheyuk.ms.kr/, 공립, 공학, 138-829,서울특별시 송파구 강동대로 232, 02-2140-9903,2,2,2, - ,51,20,59,23,53,21,27.2,11,6, - , - , - , - ,6,
강동송파,송파구,석촌중학교,http://www.seokchon.ms.kr, 공립, 공학, 138-801,서울특별시 송파구 송이로15길 13, 02-448-4031,7,9,9, - ,187,85,263,132,267,127,28.7,43,33,5,4,3,2,25,
강동송파,강동구,성내중학교,www.seongnae.ms.kr, 공립, 공학, 134-850,서울특별시 강동구 성안로7길 36, 02-470-6453,8,9,8,1,237,144,316,168,257,155,31.2,46,40,5,3,4,2,30,
강동송파,송파구,세륜중학교,http://www.seryun.ms.kr, 공립, 공학, 138-855,서울특별시 송파구 양재대로72길 41, 02-431-1102,7,8,9, - ,200,117,233,148,273,166,29.4,41,35,4,3,3,2,31,
강동송파,송파구,송례중학교,http://www.songrye.ms.kr, 공립, 공학, 138-871,서울특별시 송파구 위례순환로 429, 02-2144-2800,5,4,4,1,108,54,99,55,78,32,20.4,28,23,3,2,4,2,10,신설
강동송파,송파구,송파중학교,http://www.songpa.ms.kr, 공립, 공학, 138-807,서울특별시 송파구 동남로 203, 02-402-0118,12,13,13,3,399,215,480,243,449,239,32.4,68,55,7,6,4,3,39,
강동송파,강동구,신명중학교,http://www.sinmyung.ms.kr, 공립, 공학, 134-808,서울특별시 강동구 명일로24길 25, 02-6969-6400,10,10,8, - ,312,141,322,148,268,136,32.2,48,39,4,2,4,2,31,
강동송파,강동구,신암중학교,http://www.sinam.ms.kr, 공립, 공학, 134-855,서울특별시 강동구 고덕로 65, 02-441-6751,9,11,10,1,265,127,336,168,292,148,28.8,55,44,6,5,5,3,30,
강동송파,송파구,신천중학교,http://www.scm.ms.kr, 공립, 공학, 138-908,서울특별시 송파구 백제고분로 11, 02-422-3946,12,12,12,1,463,173,471,158,441,177,37.2,61,47,10,9,3,1,37,
강동송파,송파구,아주중학교,http://aju.ms.kr, 공립, 공학, 138-892,서울특별시 송파구 올림픽로4길 69, 02-415-1696,8,10,10, - ,259,95,329,124,313,107,32.2,50,37,7,5,4,2,28,
강동송파,송파구,오금중학교,http://www.ogeum.ms.kr, 공립, 공학, 138-855,서울특별시 송파구 오금로35길 20, 02-402-4777,8,9,8, - ,245,136,277,154,253,136,31,45,36,5,3,4,3,30,
강동송파,송파구,오륜중학교,http://www.oryun.ms.kr, 공립, 공학, 138-829,서울특별시 송파구 양재대로 1242, 02-3434-4110,8,8,9, - ,286,222,289,230,268,211,33.7,44,35,5,5,6,4,30,
강동송파,송파구,오주중학교,http://www.oju.ms.kr, 공립, 공학, 138-857,서울특별시 송파구 동남로 281, 02-3434-7500,9,10,9,2,278,184,335,218,305,197,30.6,50,42,4,3,4, - ,32,
강동송파,송파구,잠신중학교,http://jamsin.ms.kr, 공립, 공학, 138-911,"서울특별시 송파구 잠실로 12 , 잠신중학교", 02-415-9621,12,12,11,1,458,207,483,204,427,197,38,59,50,8,6,4,2,36,
강동송파,송파구,잠실중학교,http://jamsil.ms.kr, 공립, 공학, 138-240,서울특별시 송파구 올림픽로35길 130, 02-418-0586,12,12,12, - ,422,188,413,191,401,196,34.3,62,50,6,5,3,1,38,
강동송파,강동구,천일중학교,http://www.cheonil.ms.kr, 공립, 공학, 134-867,서울특별시 강동구 천중로 57, 070-4014-6415,9,11,10,2,267,131,347,161,314,150,29,53,38,9,9,5,3,32,
강동송파,강동구,천호중학교,http://www.cheonho.ms.kr, 공립, 공학, 134-861,서울 강동구 상암로 153, 070-4311-1979,9,11,10,1,257,95,345,127,300,99,29.1,53,39,13,7,3,2,34,
강동송파,송파구,풍납중학교,http://www.pungnap.ms.kr, 공립, 공학, 138-878,서울특별시 송파구 올림픽로43길 20, 02-2225-2011,6,8,8,2,162,42,195,67,238,90,24.8,42,30,7,5,4,2,27,
강동송파,송파구,풍성중학교,http://www.pungsung.ms.kr, 공립, 공학, 138-878,서울특별시 송파구 강동대로2길 27, 02-2224-7700,6,8,7, - ,150,41,263,102,204,77,29.4,37,30,3,3,5,2,21,
강동송파,강동구,한산중학교,http://urihansan.ms.kr, 공립, 공학, 134-818,서울특별시 강동구 풍성로 251, 02-482-2157,6,8,7,1,200,145,247,170,235,159,31,43,33,2,2,4,2,25,
강동송파,강동구,동북중학교,http://www.dongbuk.ms.kr, 사립, 남자, 134-820,서울특별시 강동구 강동대로 305, 02-477-2280,10,10,10, - ,222, - ,285, - ,259, - ,25.5,54,20,4,4,5,1,31,
강동송파,강동구,동신중학교,http://www.dong-shin.ms.kr, 사립, 공학, 134-864,서울특별시 강동구 진황도로 72, 02-3784-3938,8,8,8, - ,223,107,228,99,218, - ,27.9,42,20,2,2,4,1,24,
강동송파,송파구,배명중학교,http://bm.ms.kr/, 사립, 남자, 138-841,서울특별시 송파구 삼학사로 11, 070-4014-2591,9,9,9, - ,273, - ,280, - ,314, - ,32.1,40,9,10,8,4,1,29,
강동송파,강동구,배재중학교,http://www.pcms.kr, 사립, 남자, 134-878,서울특별시 강동구 고덕로 227, 02-441-9151,9,9,9, - ,280, - ,306, - ,302, - ,32.9,48,14,3,2,7,1,28,
강동송파,송파구,보성중학교,http://posung.ms.kr/, 사립, 남자, 138-829,서울특별시 송파구 양재대로 1278, 02-2152-2552,8,8,8, - ,178, - ,257, - ,241, - ,28.2,37,5,6,3,4, - ,24,
강동송파,송파구,보인중학교,http://boin.ms.kr, 사립, 남자, 138-860,서울특별시 송파구 오금로49길 18, 02-449-6019,8,8,8, - ,263, - ,269, - ,271, - ,33.5,39,11,4,2,4,1,30,
강동송파,강동구,상일여자중학교,http://www.sangil.ms.kr, 사립, 여자, 134-837,서울특별시 강동구 천호대로219길 61, 02-428-0735,6,6,6, - ,116,116,140,140,152,152,22.7,26,19,8,5,4,1,18,
강동송파,강동구,성덕여자중학교,http://www.sd.ms.kr, 사립, 여자, 134-861,서울특별시 강동구 구천면로 396, 02-2045-5001,8,10,10, - ,237,237,272,272,287,287,28.4,45,29,8,5,4,1,28,
강동송파,송파구,영파여자중학교,http://www.youngpa.ms.kr, 사립, 여자, 138-879,"서울특별시 송파구 올림픽로 565  , 영파여자중학교", 02-470-7876,7,7,7, - ,157,157,188,188,210,210,26.4,36,26,5,5,4,2,24,
강동송파,송파구,일신여자중학교,http://www.ilsin.ms.kr, 사립, 여자, 138-854,서울특별시 송파구 송파대로38길 8, 02-2140-8131,8,8,8, - ,199,199,248,248,257,257,29.3,37,12,7,5,5,1,24,
강동송파,송파구,정신여자중학교,http://www.chungshin.net, 사립, 여자, 138-892,"서울특별시 송파구 올림픽로4길 16 , 정신여자중학교", 02-423-2776,13,13,13, - ,334,334,424,424,426,426,30.4,66,40,6,5,5,1,40,
강동송파,강동구,한영중학교,http://www.hanyoung.ms.kr, 사립, 공학, 134-710,서울특별시 강동구 동남로 832, 02-428-0565,8,8,8, - ,238,88,292,109,279,98,33.7,39,22,5,3,3, - ,24,
강서,양천구,강신중학교,http://www.kangsin.ms.kr, 공립, 공학, 158-848,서울특별시 양천구 남부순환로 604, 02-2694-9623,11,11,14, - ,344,169,344,171,459,221,31.9,60,44,3,3,5,2,41,
강서,강서구,경서중학교,http://gyeongseo.ms.kr/, 공립, 공학, 157-809,서울특별시 강서구 양천로59길 31, 02-2668-0304,4,4,4, - ,88,50,135,55,123,66,28.8,23,14,3,3,3,1,14,
강서,강서구,공진중학교,http://www.kongjin.ms.kr, 공립, 공학, 157-807,서울특별시 강서구 양천로55길 56, 02-3665-8673,4,3,3,2,82,41,68,37,67,32,18.1,24,15,2,1,4,2,15,
강서,강서구,공항중학교,http://konghang.ms.kr, 공립, 공학, 157-811,서울특별시 강서구 방화대로 241, 02-2662-0471,9,9,8,2,205,98,227,105,246,123,24.2,47,29,6,4,4,1,27,
강서,양천구,금옥중학교,http://geumok.ms.kr/, 공립, 공학, 158-855,서울특별시 양천구 신정로 213  금옥중학교, 02-2696-1202,11,12,11, - ,354,189,376,186,337,172,31.4,59,41,3,1,3,2,34,
강서,강서구,등명중학교,http://www.deungmyoung.ms.kr, 공립, 공학, 157-930,서울특별시 강서구 공항대로39길 39, 02-2658-2727,8,9,9, - ,250,122,297,142,301,170,32.6,47,35,3,2,4,1,30,
강서,강서구,등원중학교,http://www.deungwon.ms.kr, 공립, 공학, 157-930,서울특별시 강서구 화곡로65길 50, 02-2658-2707,6,8,6,2,167,116,238,167,199,143,27.5,37,27,1,1,3,1,32,
강서,양천구,목동중학교,http://www.mokdong.ms.kr, 공립, 공학, 158-849,서울특별시 양천구 목동동로 172, 02-2643-1101,15,17,17,2,509,242,632,284,612,268,34.4,83,67,12,8,4,2,51,
강서,양천구,목운중학교,http://www.mogun.ms.kr, 공립, 공학, 158-050,서울특별시 양천구 목동동로 235, 02-2651-4060,15,15,15,1,521,264,549,263,564,285,35.5,75,63,9,6,5,4,46,
강서,양천구,목일중학교,http://www.mokil.ms.kr, 공립, 공학, 158-887,서울특별시 양천구 목동동로8길 70, 02-2654-2685,14,16,17, - ,455,165,516,185,550,209,32.4,82,63,6,6,4, - ,47,
강서,강서구,방원중학교,http://bangwon.ms.kr, 공립, 공학, 157-856,"서울특별시 강서구 금낭화로 268 , 방원중학교", 02-2666-6014,6,5,6,1,161,83,154,68,163,61,26.6,31,17,7,6,4,1,22,
강서,강서구,방화중학교,http://www.banghwa.ms.kr, 공립, 공학, 157-853,서울특별시 강서구 개화동로27길 9, 02-2664-8952,6,6,6, - ,183,89,193,97,199,108,31.9,33,16,4,4,3,1, - ,
강서,강서구,백석중학교,http://www.baekseok.ms.kr, 공립, 공학, 157-836,서울특별시 강서구 등촌로51나길 35, 02-2644-2886,11,13,12,1,335,126,411,145,390,117,30.7,61,43,7,4,2,1,48,
강서,강서구,삼정중학교,http://www.samjeong.ms.kr, 공립, 공학, 157-220,서울특별시 강서구 금낭화로 210, 02-2666-6032,5,6,6, - ,119,61,151,80,154,84,24.9,34,25,3,3,4,2,17,
강서,강서구,성재중학교,http://www.sungjae.ms.kr, 공립, 공학, 157-806,서울특별시 강서구 허준로 36, 02-2658-9853,6,6,6, - ,152,72,168,74,176,83,27.6,31,23,4,3,3,1,20,
강서,강서구,송정중학교,http://www.songjeong.ms.kr, 공립, 공학, 157-818,서울특별시 강서구 남부순환로 121, 02-2661-0478,5,5,4, - ,86,42,97,43,72,35,18.2,27,17,2,1,4,1,16,
강서,강서구,수명중학교,http://sumyeong.ms.kr, 공립, 공학, 157-280,서울특별시 강서구 수명로2길 16, 070-4032-7603,7,7,6,1,245,116,253,129,228,119,34.6,38,30,1,1,3,2,23,
강서,양천구,신남중학교,http://www.shinnam.ms.kr, 공립, 공학, 158-843,서울특별시 양천구 중앙로29길 109, 02-2602-7353,9,10,10, - ,261,121,288,144,316,142,29.8,49,35,4,3,2,2,29,
강서,양천구,신목중학교,http://www.shinmok.ms.kr, 공립, 공학, 158-874,서울특별시 양천구 목동중앙로 88, 02-2648-2142,16,17,17, - ,544,308,615,341,632,344,35.8,80,64,18,15,4,2,50,
강서,양천구,신서중학교,http://www.sinseo.ms.kr, 공립, 공학, 158-070,서울특별시 양천구 중앙로 206, 02-2657-4625,14,16,17,2,447,152,504,171,598,200,31.6,80,63,14,13,4,2,49,
강서,양천구,신원중학교,http://www.shinwon.ms.kr, 공립, 공학, 158-823,서울특별시 양천구 가로공원로55길 19, 02-2699-0183,6,6,6,2,163,95,175,93,184,104,26.1,31,18,5,4,3, - ,20,
강서,양천구,신월중학교,http://www.ssinwol.ms.kr, 공립, 공학, 158-822,서울특별시 양천구 남부순환로29길 25, 02-2601-4254,11,12,11,2,342,162,390,197,373,181,30.7,59,40,10,9,5,3,38,
강서,양천구,신화중학교,http://www.shinhwa.ms.kr, 공립, 공학, 158-822,서울특별시 양천구 남부순환로29길 35, 02-2695-0785,12,15,14,1,322,154,460,233,494,255,30.4,68,53,5,3,4,2,44,
강서,양천구,양강중학교,http://www.yangkang.ms.kr, 공립, 공학, 158-838,서울특별시 양천구 중앙로 319, 02-2691-0869,12,13,13,1,379,154,449,182,462,219,33.1,64,41,7,7,3,2,39,
강서,양천구,양동중학교,http://www.yangdong.ms.kr, 공립, 공학, 158-811,서울특별시 양천구 목동중앙북로 49, 02-2642-9055,11,13,13,2,338,175,425,213,413,207,30.2,66,50,6,5,4,2,43,
강서,양천구,양서중학교,http://www.yangseo.ms.kr, 공립, 공학, 158-829,서울특별시 양천구 남부순환로 380, 02-2606-5162,6,7,7, - ,190,102,211,99,216,96,30.9,33,20,6,4,4,2,20,
강서,양천구,양천중학교,http://www.yangcheon.ms.kr, 공립, 공학, 158-845,서울특별시 양천구 지양로7길 32, 02-2694-2715,10,11,10, - ,301,149,351,170,318,145,31.3,52,37,4,4,4,2,36,
강서,강서구,염경중학교,http://www.ymgng.ms.kr, 공립, 공학, 157-859,서울특별시 강서구 양천로69길 35, 02-3661-6252,8,9,7,1,253,125,278,135,229,116,30.4,46,36,7,6,4,1,26,
강서,강서구,염창중학교,http://www.yumchang.ms.kr, 공립, 공학, 157-859,서울특별시 강서구 양천로67가길 83, 02-3664-2885,11,11,11, - ,348,169,359,175,391,206,33.3,59,42, - , - ,4,2,35,
강서,양천구,월촌중학교,http://www.wolchonnet.ms.kr, 공립, 공학, 158-879,서울특별시 양천구 목동서로 31, 02-2648-8570,15,17,16, - ,507,317,595,348,550,316,34.4,76,56,19,14,4,2,49,
강서,강서구,화원중학교,http://www.shwawon.ms.kr, 공립, 공학, 157-882,서울특별시 강서구 강서로17나길 86, 02-2695-8441,8,9,8, - ,264,128,295,129,256,117,32.6,41,31,6,4,4,2,25,
